cooling_min,cv,x_mm,dx_mm,layer,material,node,capacity_J_m2K,k_W_mK,temperature_C
10.0,0,0.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.4383360634319615
10.0,1,0.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.4811058130903376
10.0,2,1.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.522088284363747
10.0,3,1.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.56128128953803
10.0,4,2.2500000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.5986827364236973
10.0,5,2.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.634290628467646
10.0,6,3.2500000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.668103064859679
10.0,7,3.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.700118240634062
10.0,8,4.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.7303344467658164
10.0,9,4.750000000000001,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.7587500702619394
10.0,10,5.250000000000001,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.785363594247528
10.0,11,5.750000000000002,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.8101735980467666
10.0,12,6.250000000000002,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.8331787572587643
10.0,13,6.750000000000003,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.8543778438282317
10.0,14,7.250000000000003,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.873769726111057
10.0,15,7.7500000000000036,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.8913533689346806
10.0,16,8.250000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.907127833653405
10.0,17,8.750000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.921092278198465
10.0,18,9.250000000000005,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.933245957122999
10.0,19,9.750000000000005,0.5,EP_L,EP,TEL_C,1975.0,15.0,3.943588221641839
10.0,20,10.166666666666671,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,3.9483023337078933
10.0,21,10.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,3.9491514291692553
10.0,22,10.833333333333337,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,3.9499516927628235
10.0,23,11.16666666666667,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,3.9507031233375187
10.0,24,11.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,3.9514057198124917
10.0,25,11.833333333333336,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,3.9520594811771517
10.0,26,12.018750000000004,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,3.9631371759890826
10.0,27,12.056250000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,3.9846746247083757
10.0,28,12.093750000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,4.006199049583323
10.0,29,12.131250000000001,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,4.027710442365155
10.0,30,12.150850000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,4.039001058575117
10.0,31,12.152550000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,4.040083869773561
10.0,32,12.156400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,4.042774803140155
10.0,33,12.162400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,4.047064580059768
10.0,34,12.168225000000003,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,4.050996232764454
10.0,35,12.173875000000002,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,4.054578349862901
10.0,36,12.195450000000001,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,4.0670655594189
10.0,37,12.23295,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,4.088445566056578
10.0,38,12.27045,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,4.109812509081912
10.0,39,12.30795,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,4.131166380306489
10.0,40,12.493366666666665,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,4.142136295803752
10.0,41,12.826699999999999,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,4.142686226102811
10.0,42,13.160033333333331,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,4.143187046155802
10.0,43,13.493366666666665,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,4.143638755242357
10.0,44,13.826699999999997,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,4.144041352712733
10.0,45,14.160033333333331,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,4.144394837987846
10.0,46,14.345449999999998,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,4.149968660701305
10.0,47,14.382949999999997,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,4.160798846367079
10.0,48,14.420449999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,4.171615940692639
10.0,49,14.457949999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,4.182419939532544
10.0,50,14.477549999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,4.18808715993449
10.0,51,14.479249999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,4.188630632446738
10.0,52,14.483099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,4.18998114980316
10.0,53,14.489099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,4.192129393268942
10.0,54,14.494924999999997,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,4.194093971252002
10.0,55,14.500574999999996,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,4.195883508999103
10.0,56,14.522149999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,4.2021204751303785
10.0,57,14.559649999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,4.212792525666657
10.0,58,14.597149999999994,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,4.223451464937163
10.0,59,14.634649999999993,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,4.234097288857072
10.0,60,14.820066666666659,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,4.239562872042015
10.0,61,15.153399999999992,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,4.2398120843294365
10.0,62,15.486733333333326,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,4.24001204666542
10.0,63,15.820066666666664,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,4.240162758762324
10.0,64,16.153399999999998,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,4.2402642204033825
10.0,65,16.486733333333333,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,4.240316431442615
10.0,66,16.672149999999995,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,4.240370643077725
10.0,67,16.709649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,4.240462984151044
10.0,68,16.747149999999994,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,4.240542203354366
10.0,69,16.784649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,4.240608300657293
10.0,70,16.804249999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,4.2406361225405576
10.0,71,16.805949999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,4.24063872174596
10.0,72,16.809799999999996,0.006,cell3_PEM,PEM,T3_C,13.545,0.24,4.240645009593308
10.0,73,16.815799999999996,0.006,cell3_PEM,PEM,T3_C,13.545,0.24,4.240645653541442
10.0,74,16.821624999999994,0.0056500000000000005,cell3_cCL,cCL,T3_C,1.31532,0.27,4.240637609360917
10.0,75,16.827274999999993,0.0056500000000000005,cell3_cCL,cCL,T3_C,1.31532,0.27,4.2406295145814354
10.0,76,16.84884999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,4.240598625766232
10.0,77,16.88634999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,4.24053258518861
10.0,78,16.92384999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,4.24045342271414
10.0,79,16.96134999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,4.24036113837311
10.0,80,17.14676666666666,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,4.2403069559021205
10.0,81,17.480099999999997,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,4.240254746467848
10.0,82,17.81343333333333,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,4.240153286444141
10.0,83,18.146766666666664,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,4.240002575976959
10.0,84,18.4801,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,4.239802615283047
10.0,85,18.813433333333332,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,4.239553404650032
10.0,86,18.998849999999997,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,4.234087851987432
10.0,87,19.03635,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,4.223442087448717
10.0,88,19.073849999999997,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,4.212783207562545
10.0,89,19.111349999999995,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,4.202111216413648
10.0,90,19.13095,0.0017000000000000001,cell4_aCL,aCL,T4_C,0.39576,0.27,4.196499561072763
10.0,91,19.132649999999998,0.0017000000000000001,cell4_aCL,aCL,T4_C,0.39576,0.27,4.195961279618054
10.0,92,19.136499999999998,0.006,cell4_PEM,PEM,T4_C,13.545,0.24,4.194623320166841
10.0,93,19.142499999999995,0.006,cell4_PEM,PEM,T4_C,13.545,0.24,4.192476362723994
10.0,94,19.148324999999993,0.0056500000000000005,cell4_cCL,cCL,T4_C,1.31532,0.27,4.190495719043774
10.0,95,19.153974999999992,0.0056500000000000005,cell4_cCL,cCL,T4_C,1.31532,0.27,4.188690014548953
10.0,96,19.175549999999994,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,4.1823913578476635
10.0,97,19.213049999999992,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,4.171587412360303
10.0,98,19.25054999999999,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,4.160770371397405
10.0,99,19.28804999999999,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,4.149940239104325
10.0,100,19.47346666666666,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,4.144366443831409
10.0,101,19.806799999999996,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,4.144012960091892
10.0,102,20.14013333333333,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,4.143610364194231
10.0,103,20.473466666666667,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,4.143158656717503
10.0,104,20.8068,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,4.142657838311422
10.0,105,21.140133333333335,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,4.142107909696371
10.0,106,21.32555,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,4.131138025716595
10.0,107,21.363049999999998,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,4.109784215815722
10.0,108,21.40055,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,4.088417334123818
10.0,109,21.438049999999997,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,4.06703738882922
10.0,110,21.457649999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,4.055802101792857
10.0,111,21.459349999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,4.054724459613553
10.0,112,21.463199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,4.052046030835442
10.0,113,21.469199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,4.0477575343263865
10.0,114,21.475024999999995,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,4.043809883854308
10.0,115,21.480674999999994,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,4.040211668379399
10.0,116,21.502249999999993,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,4.027663029195558
10.0,117,21.539749999999994,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,4.006151685705163
10.0,118,21.577249999999992,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,3.9846273101383574
10.0,119,21.61474999999999,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,3.9630899107438253
10.0,120,21.800166666666662,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,3.9520122412950585
10.0,121,22.133499999999998,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,3.951358481377291
10.0,122,22.46683333333333,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,3.950655886411063
10.0,123,22.800166666666666,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,3.9499044574069515
10.0,124,23.1335,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,3.9491041954457984
10.0,125,23.466833333333337,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,3.948255101678683
10.0,126,23.8835,0.5,EP_R,EP,TER_C,1975.0,15.0,3.9435409988319776
10.0,127,24.3835,0.5,EP_R,EP,TER_C,1975.0,15.0,3.9331987532883375
10.0,128,24.8835,0.5,EP_R,EP,TER_C,1975.0,15.0,3.9210450956282727
10.0,129,25.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,3.9070806746336757
10.0,130,25.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,3.8913062357481394
10.0,131,26.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,3.8737226210371674
10.0,132,26.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,3.854330769143232
10.0,133,27.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,3.8331317152356306
10.0,134,27.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,3.810126590955271
10.0,135,28.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,3.7853166243542375
10.0,136,28.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,3.7587031398302386
10.0,137,29.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,3.730287558055913
10.0,138,29.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,3.7000713959030094
10.0,139,30.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,3.6680562663613756
10.0,140,30.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,3.6342438784528923
10.0,141,31.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,3.5986360371401958
10.0,142,31.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,3.5612346432304065
10.0,143,32.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,3.5220416932735645
10.0,144,32.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,3.4810592794561117
10.0,145,33.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,3.4382895894891945
15.0,0,0.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.7813946789802415
15.0,1,0.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.747859422294397
15.0,2,1.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.7157255496195454
15.0,3,1.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.684994776316586
15.0,4,2.2500000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.655668742846604
15.0,5,2.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.627749014683271
15.0,6,3.2500000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.6012370822293
15.0,7,3.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.576134360736848
15.0,8,4.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.552442190232018
15.0,9,4.750000000000001,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.5301618354432875
15.0,10,5.250000000000001,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.5092944857340242
15.0,11,5.750000000000002,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.489841255038975
15.0,12,6.250000000000002,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.471803181804791
15.0,13,6.750000000000003,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.455181228934645
15.0,14,7.250000000000003,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.439976283736751
15.0,15,7.7500000000000036,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.426189157877083
15.0,16,8.250000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.413820587335991
15.0,17,8.750000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.402871232368927
15.0,18,9.250000000000005,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.393341677471202
15.0,19,9.750000000000005,0.5,EP_L,EP,TEL_C,1975.0,15.0,-3.385232431346793
15.0,20,10.166666666666671,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-3.3815361525631573
15.0,21,10.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-3.3808703869981933
15.0,22,10.833333333333337,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-3.380242909927542
15.0,23,11.16666666666667,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-3.379653722253753
15.0,24,11.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-3.3791028248242903
15.0,25,11.833333333333336,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-3.378590218431558
15.0,26,12.018750000000004,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-3.369904331977189
15.0,27,12.056250000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-3.3530170790589047
15.0,28,12.093750000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-3.336140037984052
15.0,29,12.131250000000001,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-3.319273215220349
15.0,30,12.150850000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,-3.3104203796840608
15.0,31,12.152550000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,-3.3095713605270802
15.0,32,12.156400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,-3.3074614322389166
15.0,33,12.162400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,-3.304097870072699
15.0,34,12.168225000000003,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,-3.301015108772283
15.0,35,12.173875000000002,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,-3.298206414110517
15.0,36,12.195450000000001,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-3.2884153442339468
15.0,37,12.23295,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-3.271651539802324
15.0,38,12.27045,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-3.2548979783956113
15.0,39,12.30795,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-3.238154666434216
15.0,40,12.493366666666665,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-3.2295532884742535
15.0,41,12.826699999999999,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-3.229122094800207
15.0,42,13.160033333333331,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-3.228729407892672
15.0,43,13.493366666666665,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-3.22837522831648
15.0,44,13.826699999999997,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-3.2280595565810835
15.0,45,14.160033333333331,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-3.227782393140533
15.0,46,14.345449999999998,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-3.2234120280855016
15.0,47,14.382949999999997,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-3.2149202142340663
15.0,48,14.420449999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-3.2064386651485286
15.0,49,14.457949999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-3.1979673840792415
15.0,50,14.477549999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,-3.193523787077094
15.0,51,14.479249999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,-3.1930976570425003
15.0,52,14.483099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,-3.1920387331875197
15.0,53,14.489099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,-3.190354322222465
15.0,54,14.494924999999997,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,-3.1888139210824136
15.0,55,14.500574999999996,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,-3.1874107668128673
15.0,56,14.522149999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-3.182520439315134
15.0,57,14.559649999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-3.1741526173580006
15.0,58,14.597149999999994,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-3.1657950757900117
15.0,59,14.634649999999993,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-3.1574478178140097
15.0,60,14.820066666666659,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-3.1531623220995577
15.0,61,15.153399999999992,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-3.1529669178815887
15.0,62,15.486733333333326,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-3.152810129970497
15.0,63,15.820066666666664,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-3.1526919585918165
15.0,64,16.153399999999998,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-3.152612403915512
15.0,65,16.486733333333333,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-3.152571466056031
15.0,66,16.672149999999995,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-3.1525289630405737
15.0,67,16.709649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-3.1524565666693576
15.0,68,16.747149999999994,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-3.1523944590018154
15.0,69,16.784649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-3.152342640061754
15.0,70,16.804249999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,-3.1523208290198
15.0,71,16.805949999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,-3.1523187913749418
15.0,72,16.809799999999996,0.006,cell3_PEM,PEM,T3_C,13.545,0.24,-3.152313862046295
15.0,73,16.815799999999996,0.006,cell3_PEM,PEM,T3_C,13.545,0.24,-3.152313358569373
15.0,74,16.821624999999994,0.0056500000000000005,cell3_cCL,cCL,T3_C,1.31532,0.27,-3.1523196672347744
15.0,75,16.827274999999993,0.0056500000000000005,cell3_cCL,cCL,T3_C,1.31532,0.27,-3.1523260154572768
15.0,76,16.84884999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-3.15235023920188
15.0,77,16.88634999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-3.152402028016386
15.0,78,16.92384999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-3.1524641055554845
15.0,79,16.96134999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-3.15253647179539
15.0,80,17.14676666666666,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-3.1525789593208273
15.0,81,17.480099999999997,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-3.152619896323756
15.0,82,17.81343333333333,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-3.152699450132829
15.0,83,18.146766666666664,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-3.1528176206335985
15.0,84,18.4801,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-3.152974407656103
15.0,85,18.813433333333332,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-3.153169810974827
15.0,86,18.998849999999997,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-3.1574552900263946
15.0,87,19.03635,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-3.1658025155837066
15.0,88,19.073849999999997,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-3.174160024730188
15.0,89,19.111349999999995,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-3.1825278142630182
15.0,90,19.13095,0.0017000000000000001,cell4_aCL,aCL,T4_C,0.39576,0.27,-3.186927850780876
15.0,91,19.132649999999998,0.0017000000000000001,cell4_aCL,aCL,T4_C,0.39576,0.27,-3.187349911280581
15.0,92,19.136499999999998,0.006,cell4_PEM,PEM,T4_C,13.545,0.24,-3.1883989903999854
15.0,93,19.142499999999995,0.006,cell4_PEM,PEM,T4_C,13.545,0.24,-3.190082395837237
15.0,94,19.148324999999993,0.0056500000000000005,cell4_cCL,cCL,T4_C,1.31532,0.27,-3.1916353964982846
15.0,95,19.153974999999992,0.0056500000000000005,cell4_cCL,cCL,T4_C,1.31532,0.27,-3.193051229290976
15.0,96,19.175549999999994,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-3.1979899358899324
15.0,97,19.213049999999992,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-3.206461189261532
15.0,98,19.25054999999999,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-3.2149427106408197
15.0,99,19.28804999999999,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-3.223434496777447
15.0,100,19.47346666666666,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-3.227804847581705
15.0,101,19.806799999999996,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-3.228082010212045
15.0,102,20.14013333333333,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-3.228397681105214
15.0,103,20.473466666666667,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-3.2287518598071614
15.0,104,20.8068,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-3.229144545808449
15.0,105,21.140133333333335,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-3.229575738544245
15.0,106,21.32555,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-3.2381770987362906
15.0,107,21.363049999999998,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-3.2549203761236143
15.0,108,21.40055,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-3.271673902947761
15.0,109,21.438049999999997,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-3.28843767278833
15.0,110,21.457649999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,-3.2972471324629673
15.0,111,21.459349999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,-3.298092099333079
15.0,112,21.463199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,-3.300192224611088
15.0,113,21.469199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,-3.303554785522941
15.0,114,21.475024999999995,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,-3.306650092964606
