model,condition,t_s,n_scenarios,objective_tolerance_fraction,V_model_V_min,V_model_V_max,T_model_C_min,T_model_C_max,ice_max_bulk_min,ice_max_bulk_max,ice_pore_max_bulk_min,ice_pore_max_bulk_max,ice_mem_max_bulk_min,ice_mem_max_bulk_max,water_ice_kg_m2_min,water_ice_kg_m2_max
main,minus25,33.9999999999999,8,0.05,0.924431833778329,0.9476692919546557,-4.307440654923084,-2.9838418788356194,6.518224235829794e-06,0.10116747906289694,2.2315942422133448e-06,0.049958226876169715,6.518224235829794e-06,0.10116747906289694,1.6814733093766418e-07,0.002354068453383236
main,minus25,34.1999999999999,8,0.05,0.9243213702299129,0.9476086220739814,-4.311368705574637,-2.9818518667224225,6.569839747312896e-06,0.10176947819655781,2.2419782955061717e-06,0.050143491646799467,6.569839747312896e-06,0.10176947819655781,1.698285455500218e-07,0.0023731421138179273
main,minus25,34.3999999999999,8,0.05,0.9245608642464986,0.9478593629355462,-4.316163215622225,-2.980860342672372,6.621892476804358e-06,0.10237666607604395,2.252399475803796e-06,0.05032905654929869,6.621892476804358e-06,0.10237666607604395,1.715292774009652e-07,0.002392439031243857
main,minus25,34.5999999999999,8,0.05,0.9246024643128008,0.9479352775983388,-4.325235156016788,-2.984398241575832,6.674429931259203e-06,0.10298995038941341,2.2628685606001506e-06,0.050515215664745636,6.674429931259203e-06,0.10298995038941341,1.7325138492938936e-07,0.002411991776095276
main,minus25,34.7999999999999,8,0.05,0.9246458923579286,0.9480131893031998,-4.333316995180439,-2.98657961065976,6.7274777354763025e-06,0.10360969627543096,2.273390461325819e-06,0.050702064441554895,6.7274777354763025e-06,0.10360969627543096,1.7499547597920922e-07,0.002431808479063803
main,minus25,34.9999999999999,8,0.05,0.9244560131881567,0.9478842290603653,-4.33313422933378,-2.979372898313102,6.781014140255484e-06,0.10423534194669201,2.2839603947625695e-06,0.05088941214281944,6.781014140255484e-06,0.10423534194669201,1.7676055516395347e-07,0.002451867118583461
bp,minus20,0.0,5,0.05,0.7611975657814537,0.7621276838457425,-20.000000000000057,-20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bp,minus20,0.2,5,0.05,0.7612303397305378,0.7621604240356213,-19.998160979373154,-19.998158548801285,2.0010986493804773e-10,1.9997500555154707e-07,9.274038811703796e-11,9.833605732362014e-08,2.0010986493804773e-10,1.9997500555154707e-07,1.4880520478779036e-12,1.5458569578164247e-09
bp,minus20,0.4,5,0.05,0.7542779337139569,0.7552079330641133,-19.996637970194655,-19.99663374360904,6.414359780986141e-10,6.40761602982583e-07,3.4714833765771276e-10,3.5993862837002336e-07,6.414359780986141e-10,6.40761602982583e-07,5.3060709571970295e-12,5.4370704925244415e-09
bp,minus20,0.6,5,0.05,0.7542837114135683,0.7552135649406819,-19.99505740083262,-19.995051435538187,1.277977895462162e-09,1.2761815503619316e-06,7.822966215603064e-10,8.017370777396911e-07,1.277977895462162e-09,1.2761815503619316e-06,1.1445114112410626e-11,1.1641943549651977e-08
bp,minus20,0.8,5,0.05,0.7612445187755702,0.7621741690226622,-19.993711047972624,-19.993703724960653,2.034152829432001e-09,2.0305586420259076e-06,1.394904172202657e-09,1.4201916128383035e-06,2.034152829432001e-09,2.0305586420259076e-06,1.9590473707044185e-11,1.984300377696885e-08
bp,minus20,1.0,5,0.05,0.7612466105812192,0.7621760079185746,-19.992434703614748,-19.99242618122011,2.836804403617283e-09,2.8307307626446372e-06,2.1677866076894877e-09,2.1978631314015956e-06,2.836804403617283e-09,2.8307307626446372e-06,2.928973977851841e-11,2.958574153727117e-08
bp,minus20,1.2,5,0.05,0.7542936329194493,0.7552227274989033,-19.990932535599057,-19.99092262700654,3.6874447280306215e-09,3.678212693591961e-06,3.1041329742430808e-09,3.137715378967839e-06,3.6874447280306215e-09,3.678212693591961e-06,4.052306003236479e-11,4.0848481910064845e-08
bp,minus20,1.4,5,0.05,0.7542994634897195,0.7552282035026254,-19.989367371190014,-19.98935610357401,4.610675806907067e-09,4.59756827997054e-06,4.221059372372174e-09,4.2566128513609734e-06,4.610675806907067e-09,4.59756827997054e-06,5.3515636057931104e-11,5.38542950331485e-08
bp,minus20,1.6,5,0.05,0.7543037968728235,0.7552321283490415,-19.987828846638337,-19.98781634767502,5.58918174764263e-09,5.571447563651649e-06,5.5214645178424515e-09,5.557188134968663e-06,5.58918174764263e-09,5.571447563651649e-06,6.823555787324904e-11,6.856901090094484e-08
bp,minus20,1.8,5,0.05,0.7612647840458725,0.762192660379362,-19.986502460420496,-19.986489069670824,6.9992144058823535e-09,7.033045415667863e-06,6.9992144058823535e-09,7.033045415667863e-06,6.592904460356619e-09,6.5697810712093194e-06,8.451472155478255e-11,8.482243068138073e-08
bp,minus20,2.0,5,0.05,0.75431016232672,0.7552375285492401,-19.985038987904886,-19.985024618944834,8.643263883533056e-09,8.672896302362724e-06,8.643263883533056e-09,8.672896302362724e-06,7.597531397299036e-09,7.56827527848147e-06,1.0214159825612504e-10,1.0240127556908955e-07
bp,minus20,2.2,5,0.05,0.7612726729980159,0.7621994915969927,-19.983698330569155,-19.98368320930186,1.0461590437359344e-08,1.048447469300671e-05,1.0461590437359344e-08,1.048447469300671e-05,8.625089794778206e-09,8.588942041889706e-06,1.212484990468369e-10,1.2143603004188073e-07
bp,minus20,2.4,5,0.05,0.761274757385144,0.7622009784919772,-19.982449413673493,-19.982433675040483,1.2439982001037199e-08,1.2453330807427755e-05,1.2439982001037199e-08,1.2453330807427755e-05,9.638580436637305e-09,9.59478992715773e-06,1.4158311578576245e-10,1.4167273379530317e-07
bp,minus20,2.6,5,0.05,0.7612783133041219,0.7622038965401743,-19.98118180010593,-19.981165495809222,1.457534344948307e-08,1.4576152549870796e-05,1.457534344948307e-08,1.4576152549870796e-05,1.0643791799543733e-08,1.0591611331834527e-05,1.6311378493923306e-10,1.6307971558305346e-07
bp,minus20,2.8,5,0.05,0.7612818770163048,0.7622067812095287,-19.97991726441498,-19.979900462894363,1.6867460089911144e-08,1.685251289046594e-05,1.6867460089911144e-08,1.685251289046594e-05,1.1647574116587975e-08,1.1586238531946105e-05,1.8585719360756813e-10,1.8567429550768848e-07
bp,minus20,3.0,5,0.05,0.7612854292559345,0.7622096134334625,-19.97865604411524,-19.978638814285745,1.9316034415849512e-08,1.9281910339691088e-05,1.9316034415849512e-08,1.9281910339691088e-05,1.2654243705113259e-08,1.2582954958211584e-05,2.0982263979349162e-10,2.0946675371855256e-07
bp,minus20,3.2,5,0.05,0.7612889709451353,0.7622123943913162,-19.97739813047241,-19.97738054129701,2.1920624254978147e-08,2.1863711416919316e-05,2.1920624254978147e-08,2.1863711416919316e-05,1.366689959027972e-08,1.3584813095036676e-05,2.3501372693736085e-10,2.344622098926155e-07
bp,minus20,3.4,5,0.05,0.761292503323015,0.7622151256301053,-19.976143511762473,-19.976125632114787,2.4680591835776385e-08,2.4597104737983266e-05,2.4680591835776385e-08,2.4597104737983266e-05,1.4687959154916588e-08,1.4594170495553747e-05,2.614300220557419e-10,2.6066235161188306e-07
bp,minus20,3.6,5,0.05,0.7612960276705666,0.7622178087917212,-19.97489217656596,-19.97487407513691,2.759504621813085e-08,2.7481049311050648e-05,2.759504621813085e-08,2.7481049311050648e-05,1.5719474763020992e-08,1.561300640110079e-05,2.89068095601333e-10,2.880665384790863e-07
bp,minus20,3.8,5,0.05,0.7543426917583497,0.7552635746049892,-19.97343709201519,-19.973418599536757,3.066883401634862e-08,3.052027025628427e-05,3.066883401634862e-08,3.052027025628427e-05,1.6779416149892358e-08,1.6659194153374846e-05,3.1802537802387005e-10,3.167757075389024e-07
bp,minus20,4.0,5,0.05,0.761305312759305,0.7622252841367851,-19.972126525096115,-19.97210789511081,3.3911215573294746e-08,3.372393139561742e-05,3.3911215573294746e-08,3.372393139561742e-05,1.788523545854273e-08,1.775004748060778e-05,3.4845845391396976e-10,3.46950950281521e-07
bp,minus20,4.2,5,0.05,0.761307322075815,0.7622263258261983,-19.97090790787496,-19.970889307399204,3.730614622935115e-08,3.707593309816962e-05,3.730614622935115e-08,3.707593309816962e-05,1.8995134610841617e-08,1.8843659224907402e-05,3.8008969491115037e-10,3.7832023162553897e-07
bp,minus20,4.4,5,0.05,0.7613108110782822,0.7622288097979811,-19.969670522602797,-19.969651990136896,4.0848005973298125e-08,4.057066801722425e-05,4.0848005973298125e-08,4.057066801722425e-05,2.0112786365596004e-08,1.994359175433152e-05,4.1286582474315975e-10,4.108365610291552e-07
bp,minus20,4.6,5,0.05,0.754357428029731,0.7552743605616189,-19.96822910256995,-19.968210467006827,4.453969523472305e-08,4.4211095198699375e-05,4.453969523472305e-08,4.4211095198699375e-05,2.1260347414964294e-08,2.1071861419025136e-05,4.4689229128245365e-10,4.446095228825166e-07
bp,minus20,4.8,5,0.05,0.7613200797238698,0.7622359493338429,-19.966932134836128,-19.966913646310644,4.838830600775365e-08,4.800440813162412e-05,4.838830600775365e-08,4.800440813162412e-05,2.2457784959046638e-08,2.2248251184994138e-05,4.82373970731788e-10,4.798056990750328e-07
bp,minus20,5.0,5,0.05,0.7543651904924709,0.75527990887005,-19.965520079714224,-19.96550166666492,5.2381697720191714e-08,5.1938606289661654e-05,5.2381697720191714e-08,5.1938606289661654e-05,2.368114047383544e-08,2.3448638750859988e-05,5.191599378719487e-10,5.162597162451178e-07
bp,minus20,5.2,5,0.05,0.7543709336119918,0.7552844839311572,-19.964022902588454,-19.964004549682613,5.652870850293985e-08,5.602272771787322e-05,5.652870850293985e-08,5.602272771787322e-05,2.4967045038060647e-08,2.4709452738265213e-05,5.574726666035727e-10,5.541927022894981e-07
bp,minus20,5.4,5,0.05,0.7543752084607578,0.7552875481993255,-19.96255172926925,-19.962533546792088,6.082669958085975e-08,6.025435550576726e-05,6.082669958085975e-08,6.025435550576726e-05,2.6310634984561907e-08,2.6025610757598853e-05,5.973209524613883e-10,5.936118025137248e-07
bp,minus20,5.6,5,0.05,0.754379474826348,0.755290563056681,-19.9610846607917,-19.96106673047285,6.526948166788549e-08,6.462755538699806e-05,6.526948166788549e-08,6.462755538699806e-05,2.7706875626740798e-08,2.7391861955087146e-05,6.386664350314948e-10,6.344771944127406e-07
bp,minus20,5.8,5,0.05,0.7613406338380962,0.762250470823251,-19.95982896410115,-19.959811600284326,6.984449496240584e-08,6.913003777529034e-05,6.984449496240584e-08,6.913003777529034e-05,2.91378183405692e-08,2.8790050554319395e-05,6.813761268016622e-10,6.766545811949145e-07
bp,minus20,6.0,5,0.05,0.7613426527032046,0.7622511730165453,-19.95864274746009,-19.958626080080563,7.452858044882897e-08,7.373890584531161e-05,7.452858044882897e-08,7.373890584531161e-05,3.057148951270475e-08,3.0188037868110455e-05,7.251586838067805e-10,7.198516891000995e-07
bp,minus20,6.2,5,0.05,0.7695322507682218,0.7704394740635608,-19.957642881409384,-19.9576271745986,7.93066882236007e-08,7.843936695277742e-05,7.93066882236007e-08,7.843936695277742e-05,3.2004315049010436e-08,3.158209805318729e-05,7.698906341449384e-10,7.639431035179725e-07
bp,minus20,6.4,5,0.05,0.7381358809417055,0.7390414938553912,-19.955672507335123,-19.9556567043019,8.418628812760817e-08,8.323913856168703e-05,8.418628812760817e-08,8.323913856168703e-05,3.3496288973246326e-08,3.303204788617768e-05,8.158798291956778e-10,8.091992272330807e-07
bp,minus20,6.6,5,0.05,0.7193057990792577,0.7202097022515126,-19.952268219374844,-19.952250913170786,8.926942578842247e-08,8.824064571918175e-05,8.926942578842247e-08,8.824064571918175e-05,3.530632032578995e-08,3.4796327135657e-05,8.649466719179114e-10,8.574738209804603e-07
bp,minus20,6.8,5,0.05,0.7056200458466033,0.7065220858476872,-19.947537003042328,-19.94751705409101,9.466971977053718e-08,9.35580443176143e-05,9.466971977053718e-08,9.35580443176143e-05,3.763164888794175e-08,3.7071372271910155e-05,9.189419293665238e-10,9.106559014445468e-07
bp,minus20,7.0,5,0.05,0.6947557505941838,0.6956557207070772,-19.941462414230045,-19.94143878056522,1.004906128235547e-07,9.929558665023489e-05,1.004906128235547e-07,9.929558665023489e-05,4.0616354328187016e-08,4.0000179460270256e-05,9.795692746028366e-10,9.7040594636985e-07
bp,minus20,7.2,5,0.05,0.6824031176658537,0.6833006162664031,-19.933574432057213,-19.93354570065651,1.0683221387122877e-07,0.00010555453841457584,1.0683221387122877e-07,0.00010555453841457584,4.440762705051768e-08,4.372857466708384e-05,1.0485386504050982e-09,1.0384216098679892e-06
bp,minus20,7.4,5,0.05,0.6735657821651848,0.6744605259492945,-19.923933058222502,-19.923898033655917,1.1379840749268765e-07,0.00011244030644227581,1.1379840749268765e-07,0.00011244030644227581,4.9185127130833044e-08,4.843453262024525e-05,1.1278618506458083e-09,1.1167040486144082e-06
bp,minus20,7.6,5,0.05,0.6709136824643214,0.6718056129307318,-19.913579389660896,-19.913538021208865,1.2143078334798668e-07,0.00011999601010254114,1.2143078334798668e-07,0.00011999601010254114,5.500455839156298e-08,5.4171943707024825e-05,1.2188007707202846e-09,1.2065023645168484e-06
bp,minus20,7.8,5,0.05,0.6634849424721144,0.6643733201289529,-19.901853910470635,-19.901805508206877,1.2970456838923938e-07,0.00012819774441155817,1.2970456838923938e-07,0.00012819774441155817,6.185051594695908e-08,6.09238344781115e-05,1.3218256693170066e-09,1.3082737003521782e-06
bp,minus20,8.0,5,0.05,0.6589915936543647,0.6598761820073953,-19.888816078038474,-19.88876011644402,1.3861921846439172e-07,0.00013704490572805355,1.3861921846439172e-07,0.00013704490572805355,6.984375518314481e-08,6.88097437135101e-05,1.4381523428574823e-09,1.4232210714491698e-06
bp,minus20,8.2,5,0.05,0.6527432299826825,0.6536233583912188,-19.874238096247808,-19.874173909208707,1.4815909990750907e-07,0.00014652070356278705,1.4815909990750907e-07,0.00014652070356278705,7.906227824193692e-08,7.79069729721209e-05,1.568797635370555e-09,1.5523466323423666e-06
bp,minus20,8.4,5,0.05,0.6479537071977818,0.6488290314902121,-19.85814748588217,-19.85807454463827,1.5832871164197262e-07,0.00015662778082613317,1.5832871164197262e-07,0.00015662778082613317,8.962744563312142e-08,8.833669187597103e-05,1.7151397592589548e-09,1.696956308724792e-06
bp,minus20,8.6,5,0.05,0.6434711588651486,0.6443412214786577,-19.840666655451912,-19.84058465871837,1.6912841102095577e-07,0.0001673645927789276,1.6912841102095577e-07,0.0001673645927789276,1.0160399211753258e-07,0.00010016376525875873,1.878495145336579e-09,1.8583118235295327e-06
bp,minus20,8.8,5,0.05,0.6367724481920944,0.6376362797125631,-19.821037125651515,-19.82094518433979,1.8057549729203654e-07,0.00017874725464729778,1.8057549729203654e-07,0.00017874725464729778,1.1508729856401489e-07,0.0001134836766568272,2.060248742483274e-09,2.0378531649755147e-06
bp,minus20,9.0,5,0.05,0.6336956569727054,0.6345534311909722,-19.79998859136859,-19.79988664667738,1.927001136160237e-07,0.00019080568912688595,1.927001136160237e-07,0.00019080568912688595,1.3019006332003398e-07,0.0001284089215125485,2.2620993411503946e-09,2.2372556838860676e-06
bp,minus20,9.2,5,0.05,0.6299888405955134,0.6308399100305705,-19.77766863890122,-19.777556871196282,2.0547888002178854e-07,0.00020351686881831072,2.0547888002178854e-07,0.00020351686881831072,1.4687396849779296e-07,0.0001449007532123174,2.4849148733844225e-09,2.4573606249592994e-06
bp,minus20,9.4,5,0.05,0.6250329890445807,0.6258764343386245,-19.753396538677748,-19.753274489362497,2.188943678238318e-07,0.00021686392902585023,2.188943678238318e-07,0.00021686392902585023,1.6517095695392127e-07,0.00016299046548185123,2.729830327474269e-09,2.6992764730814586e-06
bp,minus20,9.6,5,0.05,0.6237860561238732,0.6246225285869645,-19.72827094251201,-19.728139273241936,2.329240357720139e-07,0.00023082471829693538,2.329240357720139e-07,0.00023082471829693538,1.8510009580973294e-07,0.00018269629454791816,2.998061002051872e-09,2.9641917206159826e-06
bp,minus20,9.8,5,0.05,0.6205278437016338,0.6213562105667021,-19.70200213964432,-19.70186134636569,2.4750150204634245e-07,0.0002453328387483487,2.4750150204634245e-07,0.0002453328387483487,2.0655383474940278e-07,0.00020390983100197934,3.2899892984723446e-09,3.2524657977161186e-06
bp,minus20,10.0,5,0.05,0.6174078768859368,0.6182276803669637,-19.674212997191887,-19.674063335362234,2.62595353653817e-07,0.0002603566229959836,2.62595353653817e-07,0.0002603566229959836,2.2955291097649922e-07,0.0002266508371197175,3.6065290043105333e-09,3.564999200439603e-06
bp,minus20,10.2,5,0.05,0.6150384311715119,0.6158495043796808,-19.645231188145743,-19.645073287107806,2.781822557530162e-07,0.00027587223583176355,2.781822557530162e-07,0.00027587223583176355,2.5410858071353794e-07,0.00025092943700915233,3.948663617315117e-09,3.902773824254456e-06
bp,minus20,10.4,5,0.05,0.6109175650159407,0.6117185089510828,-19.61438287239187,-19.61421692498942,2.9424707696144763e-07,0.0002918638845225403,2.9424707696144763e-07,0.0002918638845225403,2.8024398903038703e-07,0.00027676752250251047,4.317382001401628e-09,4.2667988784119374e-06
bp,minus20,10.6,5,0.05,0.6087459405205804,0.6095372094177971,-19.582149524821745,-19.58197623099693,3.107966441918138e-07,0.00030833767950357727,3.107966441918138e-07,0.00030833767950357727,3.080326463532879e-07,0.0003042372090848225,4.714123530721415e-09,4.658439306082926e-06
bp,minus20,10.8,5,0.05,0.6037931904165446,0.6045724753503776,-19.547588372684828,-19.547407856521744,3.375127632083597e-07,0.0003333751823292606,3.278332233950491e-07,0.0003252950526797558,3.375127632083597e-07,0.0003333751823292606,5.140212243641882e-09,5.078920181349943e-06
bp,minus20,11.0,5,0.05,0.6012689366484336,0.6020370799552062,-19.511217729412493,-19.51103066480988,3.6881428253644476e-07,0.00036430971241754536,3.453885380796766e-07,0.0003427669191935621,3.6881428253644476e-07,0.00036430971241754536,5.59746160837367e-09,5.530021538398546e-06
bp,minus20,11.2,5,0.05,0.5998919952107438,0.6006492658034759,-19.474019135258203,-19.47382703288301,4.0187661208264986e-07,0.00039697855081828213,3.634484055085927e-07,0.00036073810883529466,4.0187661208264986e-07,0.00039697855081828213,6.0868633349232855e-09,6.012694742753444e-06
bp,minus20,11.4,5,0.05,0.5954086046785998,0.5961518693853027,-19.434509747230578,-19.43431318420795,4.3667854252102105e-07,0.0004313588412839623,3.8200404431860907e-07,0.00037919881705639885,4.3667854252102105e-07,0.0004313588412839623,6.609225306583846e-09,6.527709371046935e-06
bp,minus20,11.6,5,0.05,0.5951781728216783,0.5959104044623686,-19.394187780885204,-19.39398846352458,4.7328647709580414e-07,0.00046751524628700473,4.010759069281242e-07,0.0003981686449268814,4.7328647709580414e-07,0.00046751524628700473,7.165860824316248e-09,7.0763432204120925e-06
bp,minus20,11.8,5,0.05,0.5924214280296106,0.5931397365360915,-19.352604865484352,-19.35240433395782,5.11579242702702e-07,0.0005053248921278662,4.206387433997412e-07,0.00041762145055691347,5.11579242702702e-07,0.0005053248921278662,7.757293431333179e-09,7.6589846978125e-06
bp,minus20,12.0,5,0.05,0.5907427475763021,0.5914475261478637,-19.309633700494345,-19.30943350369452,5.515947024349462e-07,0.0005448239940257936,4.4070221405857705e-07,0.00043756647285976867,5.515947024349462e-07,0.0005448239940257936,8.38492174520966e-09,8.276640495273313e-06
bp,minus20,12.2,5,0.05,0.5871909284960719,0.5878793485907658,-19.264542388166973,-19.264343852067213,5.93378971606136e-07,0.0005860568880104257,4.6128078967329883e-07,0.000458018175755476,5.93378971606136e-07,0.0005860568880104257,9.04990455577037e-09,8.930822610309552e-06
bp,minus20,12.4,5,0.05,0.5851709887428178,0.5858439892105783,-19.217714342908806,-19.217519202662942,6.370476470990611e-07,0.0006291373927318698,4.824012070736046e-07,0.00047900388987779556,6.370476470990611e-07,0.0006291373927318698,9.753590695093955e-09,9.622856428662692e-06
bp,minus20,12.6,5,0.05,0.5832048794423926,0.5838617984340394,-19.169520433791433,-19.16933095913683,6.825952602902089e-07,0.000674058391376677,5.040577664382399e-07,0.000500518693240335,6.825952602902089e-07,0.000674058391376677,1.0497088131072197e-08,1.035380284212589e-05
bp,minus20,12.8,5,0.05,0.5817449944473381,0.5823858223833714,-19.12014009959836,-19.11995808387266,7.299955685001695e-07,0.0007207922632863786,5.26232209733259e-07,0.0005225452341813044,7.299955685001695e-07,0.0007207922632863786,1.1281215534494144e-08,1.1124435392298895e-05
bp,minus20,13.0,5,0.05,0.5803231080716151,0.5809472825501049,-19.06965930896709,-19.06948727827674,7.792030348084257e-07,0.0007692922645325303,5.488988686129466e-07,0.0005450586931449879,7.792030348084257e-07,0.0007692922645325303,1.210661944013108e-08,1.1935360460480539e-05
bp,minus20,13.2,5,0.05,0.5785036740115919,0.5791099187554477,-19.0177879975447,-19.017628329768684,8.302036185303609e-07,0.000819543180224831,5.720363610928915e-07,0.0005680384128409863,8.302036185303609e-07,0.000819543180224831,1.2973911441116411e-08,1.2787163812310955e-05
bp,minus20,13.4,5,0.05,0.5771646516165455,0.5777531241278487,-18.964703561547367,-18.964558814830184,8.830082324842509e-07,0.0008715547257009003,5.956277049631456e-07,0.0005914679449680376,8.830082324842509e-07,0.0008715547257009003,1.3883751620622556e-08,1.3680503308276917e-05
bp,minus20,13.6,5,0.05,0.5750167752609188,0.5755853599124111,-18.909995191843763,-18.909867909328312,9.37627794258688e-07,0.0009253365198023466,6.196562996609467e-07,0.0006153308896668866,9.37627794258688e-07,0.0009253365198023466,1.4836815958070155e-08,1.4616079281553692e-05
bp,minus20,13.8,5,0.05,0.5737606918223837,0.5743104032594818,-18.853989372081998,-18.853882319279364,9.940999911053821e-07,0.000980924890587488,6.441110940893876e-07,0.0006396162137257194,9.940999911053821e-07,0.000980924890587488,1.5833986328524803e-08,1.5594636370361222e-05
bp,minus20,14.0,5,0.05,0.5737646998240615,0.5742976364949058,-18.79771671296902,-18.797633124165344,1.052347480428804e-06,0.001038241230670825,6.689617846910078e-07,0.0006642931700209596,1.052347480428804e-06,0.001038241230670825,1.6875886944938718e-08,1.661670341933407e-05
bp,minus20,14.2,5,0.05,0.5737722677035771,0.5742881539440464,-18.74138570811664,-18.741328940855198,1.1122181936774721e-06,0.0010971324350020112,6.941656350994463e-07,0.000689318252766109,1.1122181936774721e-06,0.0010971324350020112,1.7962592013500546e-08,1.7682299466210664e-05
bp,minus20,14.4,5,0.05,0.5746023280186952,0.5751027942811234,-18.685438199476607,-18.685411696020765,1.173574749201606e-06,0.0011574602517770134,7.196834446405417e-07,0.0007146515364307526,1.173574749201606e-06,0.0011574602517770134,1.9093804815273284e-08,1.8791078031199093e-05
bp,minus20,14.6,5,0.05,0.5754290019452974,0.5759139530029195,-18.630055052718774,-18.63004780683886,1.2362693382697877e-06,0.0012190760340936254,7.454762822555806e-07,0.0007402533390915016,1.2362693382697877e-06,0.0012190760340936254,2.0269059268455717e-08,1.994252051352816e-05
bp,minus20,14.8,5,0.05,0.5758461548496099,0.5763144970887826,-18.574934983209005,-18.574890623483213,1.30021738966571e-06,0.0012818943095124196,7.715161374149918e-07,0.0007660950985022543,1.30021738966571e-06,0.0012818943095124196,2.1487765518967387e-08,2.113599091665641e-05
bp,minus20,15.0,5,0.05,0.5758580873004816,0.5763086278989727,-18.519698177485253,-18.519613421580004,1.3654141595914684e-06,0.0013459091960066835,7.97789373278465e-07,0.0007921629220350169,1.3654141595914684e-06,0.0013459091960066835,2.2750016878045133e-08,2.237101308070966e-05
bp,minus20,15.2,5,0.05,0.5762753987012106,0.5767089945564245,-18.46454907329357,-18.46442043475153,1.4318783553956956e-06,0.0014111381056378046,8.242873687080639e-07,0.0008184481478008246,1.4318783553956956e-06,0.0014111381056378046,2.4056740965026127e-08,2.364828532719155e-05
bp,minus20,15.4,5,0.05,0.5770906558954312,0.5775082665629719,-18.409868580182945,-18.409692205889627,1.4995795901839917e-06,0.0014775494117891931,8.509947656081144e-07,0.0008449354292902738,1.4995795901839917e-06,0.0014775494117891931,2.5407837455671892e-08,2.4968312580347764e-05
bp,minus20,15.6,5,0.05,0.5774982484674618,0.5778985933759988,-18.35545132367733,-18.355224525889128,1.5684777333425752e-06,0.001545101846175715,8.778944469914064e-07,0.0008716078509886699,1.5684777333425752e-06,0.001545101846175715,2.6803016931124906e-08,2.633075630570095e-05
bp,minus20,15.8,5,0.05,0.5775050364747852,0.5778867765880222,-18.300915681305753,-18.30063505460103,1.6385892731967082e-06,0.0016138107057470828,9.049772127892881e-07,0.000898456772612315,1.6385892731967082e-06,0.0016138107057470828,2.8241842385519176e-08,2.773514606339943e-05
bp,minus20,16.0,5,0.05,0.5779105607619169,0.578274751840977,-18.24646415270604,-18.2461264056046,1.7099448233195438e-06,0.0016837052819078126,9.322362462906057e-07,0.0009254760323834095,1.7099448233195438e-06,0.0016837052819078126,2.9724015060400388e-08,2.918116490611428e-05
bp,minus20,16.2,5,0.05,0.5779158547528835,0.578261096783764,-18.191952472454233,-18.19155428190811,1.782551198998408e-06,0.0017547910634769252,9.596623420931735e-07,0.0009526569157620106,1.782551198998408e-06,0.0017547910634769252,3.1249371617139596e-08,3.066865163190814e-05
bp,minus20,16.4,5,0.05,0.5787103012432445,0.5790390963837889,-18.13778670144208,-18.137324812951334,1.8564071461560222e-06,0.0018270656231806851,9.872442228607178e-07,0.00097998854241015,1.8564071461560222e-06,0.0018270656231806851,3.2817602795167745e-08,3.2197327643066815e-05
bp,minus20,16.6,5,0.05,0.5794969284864785,0.5798092753051718,-18.084171235494438,-18.083642344073155,1.9314527564623193e-06,0.0019004680287953756,1.014963808411596e-06,0.001007452853714447,1.9314527564623193e-06,0.0019004680287953756,3.442871904269768e-08,3.376704065280559e-05
bp,minus20,16.8,5,0.05,0.5794927593922486,0.5797858395374423,-18.03052458824905,-18.02992539071562,2.007669779180808e-06,0.0019749789870856832,1.0428083193092293e-06,0.0010350370653522,2.007669779180808e-06,0.0019749789870856832,3.608232613336228e-08,3.5377318133933914e-05
bp,minus20,17.0,5,0.05,0.5798816236557094,0.5801567606528553,-17.976928924256868,-17.97625623012405,2.085092301386264e-06,0.002050631343408996,1.0707724471316438e-06,0.001062735914729809,2.085092301386264e-06,0.002050631343408996,3.7777946061296524e-08,3.7027650944601725e-05
bp,minus20,17.2,5,0.05,0.5802651062599292,0.5805222488445226,-17.923530663457683,-17.92278123940079,2.163719154516969e-06,0.0021274225881549717,1.0988491328055373e-06,0.001090542084466478,2.163719154516969e-06,0.0021274225881549717,3.951546937900752e-08,3.8717885835221374e-05
bp,minus20,17.4,5,0.05,0.5806450299868429,0.5808841365698475,-17.8703009013947,-17.86947153278396,2.2435427768291355e-06,0.0022053438970662826,1.1270309217326884e-06,0.0011184477766048803,2.2435427768291355e-06,0.0022053438970662826,4.1294656295631224e-08,4.044774265643483e-05
bp,minus20,17.6,5,0.05,0.5810213746833809,0.5812424085952176,-17.817238511545554,-17.816325997364828,2.3245564906555506e-06,0.002284387330638343,1.155311445739068e-06,0.001146446257163563,2.3245564906555506e-06,0.002284387330638343,4.3115243458002726e-08,4.2216919038848384e-05
bp,minus20,17.8,5,0.05,0.5813941156592336,0.5815970449485122,-17.76434280256484,-17.763343937114996,2.4067544821492153e-06,0.0023645458032436986,1.1836853505826026e-06,0.001174531813369147,2.4067544821492153e-06,0.0023645458032436986,4.4976969176753945e-08,4.402511500981779e-05
bp,minus20,18.0,5,0.05,0.5821479205297411,0.5823343809551114,-17.7118723667829,-17.710783961212627,2.490116182931102e-06,0.0024457975697483145,1.2121458982470398e-06,0.0012026973607157994,2.490116182931102e-06,0.0024457975697483145,4.6879594174224344e-08,4.587205157671461e-05
bp,minus20,18.2,5,0.05,0.5825106091951177,0.582678955796261,-17.659656008972775,-17.658474544383182,2.574611470357558e-06,0.002528111376091206,1.2406860241330407e-06,0.0012309355225741348,2.574611470357558e-06,0.002528111376091206,4.882289307786159e-08,4.7757461327131305e-05
