t_s,j_A_m2,T_model_C,T_MEA_C,T_min_C,T_max_C,ice_max_bulk,ice_pore_max_bulk,ice_mem_max_bulk,s_ice_pore_max,s_liquid_pore_max,gas_porosity_min,ice_max_x_um,ice_max_layer,water_produced_kg_m2,water_stored_kg_m2,water_initial_kg_m2,water_vapor_kg_m2,water_liquid_pore_kg_m2,water_unfrozen_mem_kg_m2,water_ice_kg_m2,water_out_kg_m2,water_balance_kg_m2,heat_gen_J_m2,heat_phase_J_m2,heat_loss_J_m2,heat_sensible_integral_J_m2,energy_balance_J_m2,H2_balance_mol_m2,O2_balance_mol_m2,model_valid,thermal_iterations_max,ever_invalid,min_gas_porosity_all_steps,min_kappa_all_steps,max_j_over_jlim_all_steps,V_model_V,E_rev_V,eta_act_V,eta_ohm_V,eta_con_V,j_lim_A_m2,j_over_jlim,lambda_mean,lambda_min,kappa_min_S_m,cO2_cCL_mol_m3,active_area_factor,I_exp_A,I_consistent_25cm2_A,V_exp_V,T_exp_C,V_rel_error_pct,T_rel_error_pct,T_rel_error_K_pct
11.0,1336.63366336634,-24.47191441134268,-24.226181483974614,-24.565475095733177,-24.101760871782375,5.745528898155474e-07,4.525682278307599e-07,5.745528898155474e-07,1.075750482126836e-06,0.03003438088995403,0.3916,164.89999999999992,PEM,0.000356706552139382,0.0017359239686807987,0.0013931999999999998,8.429117636616301e-10,0.00026134000212931695,0.001474575388800572,7.734839146144138e-09,1.3982583458592375e-05,9.220800663810313e-18,3250.763938462004,-34.95598558355037,89.27218841859332,3126.535764517861,5.800090718821593e-08,7.934177620461114e-12,-7.943645741192995e-14,1,3,0,0.3916,0.44220923179378196,0.004660908260076105,0.5863253004673844,1.2623599757109505,0.6438251534332586,0.03218444023755501,2.5081572752398507e-05,286576.21455152746,0.004664147251222792,3.175226935401748,2.76984000827543,0.442254193589969,10.247475366914383,0.999996494225718,40.5,3.34158415841585,0.51,-24.4622045349604,14.965745189683213,0.03969338237036001,0.003904444270827271
11.2,1382.83828382838,-24.4329939829434,-24.178061549730245,-24.532167775359937,-24.049105116555296,6.262048438442157e-07,4.7680492601291334e-07,6.262048438442157e-07,1.1333608890252277e-06,0.031001130182141744,0.3916,164.89999999999992,PEM,0.00038207344598272793,0.0017610205606809382,0.0013931999999999998,8.486180881862407e-10,0.00027947118626310704,0.001481540127010689,8.398789053855801e-09,1.4252885301799053e-05,9.468134284408569e-18,3494.105572891379,-35.63153296368917,97.68762273003878,3360.786417257101,5.9450300682328816e-08,8.063317374906731e-12,-8.000371198857437e-14,1,3,0,0.3916,0.44220923179378196,0.004821837493062547,0.5840574880023266,1.2623132543137676,0.6451265300004237,0.0331032720430339,2.5964267983417674e-05,286487.1309799283,0.004826877490442192,3.1902242183692704,2.7687853271853844,0.44251099440746117,10.244461394720247,0.999996295038542,41.9,3.4570957095709502,0.506,-24.420975736585,15.426381028127784,0.04921280168341938,0.004831863267261359
11.4,1445.54455445545,-24.392240766896833,-24.12493827890995,-24.49742245930659,-23.989832521874916,6.804832395695835e-07,5.017500828743293e-07,6.804832395695835e-07,1.1926552956366278e-06,0.031971734557037695,0.3916,164.89999999999992,PEM,0.0004084562469824218,0.0017871316189065575,0.0013931999999999998,8.54710156945806e-10,0.00029840686246711344,0.0014887147961007209,9.105628566170159e-09,1.4524628075873464e-05,9.33430307874239e-18,3747.950198344694,-36.31066932738578,106.72487914526342,3604.9146499334615,6.141678454696375e-08,8.186805400267616e-12,-8.111740446015148e-14,1,3,0,0.3916,0.44220923179378196,0.0050406904605590245,0.5809833307227622,1.2622607166187607,0.6468541307067487,0.034396094534650146,2.7160654599700306e-05,286386.3581375821,0.005047532863841929,3.205673548881828,2.7671444013921827,0.44270368186453934,10.24080042343954,0.9999960898660077,43.8,3.613861386138625,0.502,-24.3780235322533,15.733731219673746,0.058319882351091965,0.005714966309870882
11.6,1498.3498349835,-24.349848609154378,-24.071310414682472,-24.461087752045103,-23.930469926257928,7.37502652373109e-07,5.274039582040684e-07,7.37502652373109e-07,1.2536343194772247e-06,0.03294452948622359,0.3916,164.89999999999992,PEM,0.00043591652526915077,0.0018143186574472324,0.0013931999999999998,8.610470991875025e-10,0.0003182094670593673,0.001496098472344111,9.856996654731172e-09,1.4797867821927486e-05,9.276704838329097e-18,4012.973660325652,-36.99353387848209,116.41137143791285,3859.5687550657353,5.647829937061033e-08,8.277802054923455e-12,-8.248957072964913e-14,1,3,0,0.3916,0.44220923179378196,0.005227915306089824,0.5785264283524464,1.262208101956552,0.6482182912275537,0.03543521072880747,2.8171647744492882e-05,286289.961167416,0.005233679270043626,3.2215729378641496,2.7655202493610895,0.4429018078407692,10.237391269619092,0.9999958787148419,45.4,3.74587458745875,0.499,-24.3332268849088,15.937159990470217,0.06830875462673043,0.006680306973473009
11.8,1554.45544554455,-24.30581679088138,-24.01570046741452,-24.423260242878513,-23.869040011894327,7.972972978405301e-07,5.537572737925254e-07,7.972972978405301e-07,1.3162759063287981e-06,0.03391007478902082,0.3916,164.89999999999992,PEM,0.0004643927107122275,0.0018425200551594738,0.0013931999999999998,8.692322977094083e-10,0.00033882240503909505,0.0015036861265092273,1.0654378853806013e-08,1.5072655552762589e-05,9.088663524038643e-18,4288.566349424433,-37.68025766186452,126.77340771037791,4124.112684103795,5.1604615691758227e-08,8.419584474061992e-12,-8.385479810524288e-14,1,3,0,0.3916,0.44220923179378196,0.005425429693080935,0.5759762399699511,1.2621536492863987,0.6496150624112952,0.036533100023572164,2.9246881580293765e-05,286189.7090279649,0.005431556050090735,3.2379115557907565,2.7641658701611775,0.44317396639514556,10.233820506328243,0.9999956616691091,47.1,3.886138613861375,0.496,-24.2867261926526,16.12424192942562,0.07860507042960041,0.007671119139723846
12.0,1594.05940594059,-24.260562908142617,-23.961472642800487,-24.384059257416965,-23.810198704891945,8.598742055633375e-07,5.807985740920972e-07,8.598742055633375e-07,1.3805528264608917e-06,0.034851027786193464,0.3916,164.89999999999992,PEM,0.0004937616630502758,0.00187161252520742,0.0013931999999999998,8.978798584175887e-10,0.000360127802240628,0.0015114723259790706,1.149910786311176e-08,1.5349137842864877e-05,9.252987915805977e-18,4573.458408830174,-38.37125320442449,137.83616851767013,4397.250987162072,5.399246560955362e-08,8.543117602233252e-12,-8.403520934674447e-14,1,3,0,0.3916,0.44220923179378196,0.0055673882099847045,0.57432299681675,1.2621014657652072,0.650521320394452,0.03722713776639243,3.0010787612724273e-05,286098.56580893754,0.005571714074949734,3.254677704519963,2.764077261673128,0.44368850694122564,10.230754586637104,0.9999954388303969,48.3,3.9851485148514754,0.493,-24.2387931247637,16.495536879665323,0.08981380907400412,0.008746003706385928
12.2,1679.86798679868,-24.212918936794097,-23.89756780921857,-24.343248138503554,-23.738377213478344,9.252601362019791e-07,6.085163024114546e-07,9.252601362019791e-07,1.4464376097253497e-06,0.03583154278477682,0.3916,164.89999999999992,PEM,0.0005243004478713913,0.0019018725861504467,0.0013931999999999998,9.404388146659087e-10,0.0003824067468024436,0.001519452506525519,1.2392383669668595e-08,1.562786172095329e-05,8.859964628279982e-18,4870.607340216482,-39.06787130022703,149.6229070433656,4681.916561930384,5.749456022385857e-08,8.668222389873748e-12,-8.567452303154255e-14,1,3,0,0.3916,0.44220923179378196,0.005864780063964626,0.570469490817372,1.2620378430054484,0.6525630403404279,0.03897365812927092,3.165371837760004e-05,285976.0213263773,0.005874156787717137,3.2718615558258377,2.762333342450814,0.44396926176758916,10.226060224065371,0.9999952103018623,50.9,4.1996699669967,0.491,-24.1888437255502,16.18523234569694,0.09953022772422443,0.009670268086864466
12.4,1722.77227722772,-24.163748589074856,-23.837977722730074,-24.300587217314728,-23.673276082791887,9.936531628857295e-07,6.369344217174976e-07,9.936531628857295e-07,1.5139872158723498e-06,0.03681839915804763,0.3916,164.89999999999992,PEM,0.000556039850240918,0.0019333314345153219,0.0013931999999999998,9.477018105576462e-10,0.0004056834696251102,0.0015276336806184633,1.3336569938053715e-08,1.590841572560486e-05,8.961608581950498e-18,5180.372470675844,-39.768959488806544,162.167347867066,4978.436163377136,5.716455575566215e-08,8.791804090302335e-12,-8.590871070079942e-14,1,3,0,0.3916,0.44220923179378196,0.006021558120213067,0.5687834611364653,1.2619801521213698,0.6534547346975631,0.03970947202645316,3.2484260888288724e-05,285878.08732981206,0.00602624808819359,3.2894782097727457,2.7611163760084443,0.44430508599431456,10.222698984558079,0.9999949758891485,52.2,4.3069306930693,0.489,-24.136822357349,16.31563622422603,0.11155665533436528,0.010813175423389287
12.6,1778.87788778878,-24.11304226927848,-23.775747666555702,-24.256546600960917,-23.605346911739474,1.0649750911304337e-06,6.660302455362199e-07,1.0649750911304337e-06,1.583147719363489e-06,0.03777438726346239,0.3916,164.89999999999992,PEM,0.0005887028045707603,0.001965712113063914,0.0013931999999999998,9.550226224296689e-10,0.00042969063730077274,0.0015360061876747268,1.4333065791577188e-08,1.6190691506855696e-05,9.425782637045854e-18,5499.843877936899,-40.474334812946594,175.49520397064296,5283.874339214133,6.082385084482667e-08,8.962768027753754e-12,-8.776313009661862e-14,1,3,0,0.3916,0.44220923179378196,0.006218710184308808,0.5665247523267241,1.2619199265227714,0.6546327702240294,0.040728836693477787,3.3567278540115315e-05,285770.6075357597,0.00622484552602626,3.3075068640713328,2.7608773285077337,0.444869001352044,10.21888565860686,0.9999947357859442,53.9,4.44719471947195,0.487,-24.0833346389909,16.32951793156552,0.12335347547545218,0.011927581816104964
12.8,1838.28382838284,-24.060547576009554,-23.710781284723737,-24.2109118322808,-23.534141104935912,1.1392538391290169e-06,6.957849228088396e-07,1.1392538391290169e-06,1.6538743114067971e-06,0.03872529946349577,0.3916,164.89999999999992,PEM,0.0006224432361876382,0.0019991684974544907,0.0013931999999999998,9.625879842042424e-10,0.0004545878403317978,0.001544564311468864,1.538306584441352e-08,1.647473873315742e-05,1.0127125917372415e-17,5830.685818377337,-41.18412151208771,189.63191180350404,5599.869785121785,6.004003694215498e-08,9.086481567166516e-12,-8.830436382112339e-14,1,3,0,0.3916,0.44220923179378196,0.006428726712015197,0.5641829062027984,1.2618568207549616,0.6558364297406251,0.04180276949448244,3.471531705567347e-05,285659.5831499597,0.006435225481015337,3.325935209881275,2.7606242013148585,0.4454597341601991,10.214876315510578,0.9999944901550247,55.7,4.5957095709571005,0.485,-24.0280913521115,16.326372412948135,0.13507616323925511,0.013028249532211732
13.0,1864.68646864686,-24.007191399733784,-23.650379357610603,-24.163966631151368,-23.470033443888298,1.2164592544440347e-06,7.261754320692722e-07,1.2164592544440347e-06,1.7261122701908062e-06,0.039617857805365496,0.3916,164.89999999999992,PEM,0.0006569840795034562,0.0020334234901135577,0.0013931999999999998,9.697659773835284e-10,0.0004801061326198734,0.0015532998998719005,1.648785580619697e-08,1.6760589389909164e-05,1.0845409856644062e-17,6169.952583006932,-41.898397541018774,204.60320466173877,5923.450980866872,6.269689833970915e-08,9.205934625722278e-12,-8.891151703771527e-14,1,3,0,0.3916,0.44220923179378196,0.006526843131246771,0.5633908399499872,1.2617999459045706,0.6562610742779538,0.042112795779043075,3.5235897586609995e-05,285568.58938672993,0.006529732393367735,3.344745693091948,2.7626154383516606,0.44646195600995403,10.211940472523102,0.9999942391919742,56.5,4.66171617161715,0.484,-23.9720651514521,16.403066105369255,0.14652992163905085,0.014096853440508272
13.2,1924.09240924092,-23.95227169200382,-23.583748575205334,-24.115859013133672,-23.397764810116314,1.2964540359456856e-06,7.571565075851401e-07,1.2964540359456856e-06,1.79975399948928e-06,0.04048572584205123,0.3916,164.89999999999992,PEM,0.0006923253345182148,0.0020684770711610232,0.0013931999999999998,9.773862634135953e-10,0.0005062598695891361,0.0015621985761362582,1.7648049365723713e-08,1.7048263357201583e-05,1.0191500421363742e-17,6517.658576086715,-42.61721446939342,220.42642955289563,6254.614932131156,6.673027996839664e-08,9.350374641226011e-12,-8.86027362589914e-14,1,3,0,0.3916,0.44220923179378196,0.006733908189629677,0.5611546840408606,1.26173586344831,0.6573990143991624,0.04314577786306761,3.638714521950723e-05,285456.21939984657,0.00674041158846075,3.363907356021228,2.764921488956389,0.4476014027863141,10.207870037316217,0.9999939832778606,58.3,4.8102310231023,0.483,-23.9151078238034,16.181094004318958,0.15539912457943986,0.01491118192798889
13.4,1970.29702970297,-23.895885179345413,-23.516953320447016,-24.066248379366897,-23.325696033720305,1.3793113646208478e-06,7.887152591221245e-07,1.3793113646208478e-06,1.8747688593347386e-06,0.04134893600841455,0.3916,164.89999999999992,PEM,0.0007286517116239776,0.0021045138797002485,0.0013931999999999998,9.892463630309945e-10,0.0005332367481750754,0.0015712572776151222,1.886466368787461e-08,1.7337831923738943e-05,1.0062751413381088e-17,6875.800282657761,-43.340759673448,237.12521766110012,6595.334305391851,6.863749035801447e-08,9.475559226146402e-12,-8.975806209399195e-14,1,3,0,0.3916,0.44220923179378196,0.00689976742493088,0.559558870891499,1.2616719761572832,0.6582093309731697,0.04386648571785204,3.728857476244932e-05,285350.65228423284,0.006904827495331572,3.3834136038223988,2.7673404135451958,0.4487667967509339,10.204146901813989,0.9999937225233798,59.7,4.925742574257425,0.482,-23.8566678660219,16.091052052178227,0.16438722098054404,0.015731392808547018
13.6,2026.40264026403,-23.83790029537866,-23.44722089304821,-24.015212648381322,-23.25017247946701,1.4650380699104466e-06,8.208382815533577e-07,1.4650380699104466e-06,1.9511249858648864e-06,0.042207934675271876,0.3916,164.89999999999992,PEM,0.0007659324257554,0.002141502795689798,0.0013931999999999998,1.0549453583776242e-09,0.000561010730699808,0.001580470871205749,2.0138838882385085e-08,1.762963006561156e-05,9.63584680796492e-18,7244.066267405618,-44.069994210773004,254.72324623296927,6945.273027033746,7.186994821495318e-08,9.60869578348067e-12,-9.170442183403793e-14,1,3,0,0.3916,0.44220923179378196,0.007098125457135911,0.5575801516855599,1.2616050290436125,0.6591976516870913,0.044788844572021334,3.838109893995878e-05,285237.187220827,0.007104272272518292,3.403253383302647,2.7697666397311376,0.4499660196585745,10.20004385994808,0.9999934570423635,61.4,5.066006600660075,0.482,-23.7968930851244,15.680529395344372,0.17232169807870665,0.01644543786184295
13.8,2039.60396039604,-23.779440376175586,-23.383993910791105,-23.963056297160932,-23.18436751859818,1.5535910028895902e-06,8.535098355816628e-07,1.5535910028895902e-06,2.0287849669162413e-06,0.04301317148956862,0.3916,164.89999999999992,PEM,0.000803859626259044,0.0021791356843504466,0.0013931999999999998,1.0626554279184544e-09,0.0005892795932175765,0.001589833556848188,2.1471629254221004e-08,1.7923941908606285e-05,9.066640667410031e-18,7619.139111687084,-44.80534847456563,273.2430240014925,7301.090739279786,6.876069846839528e-08,9.764855590788102e-12,-9.274525591962401e-14,1,3,0,0.3916,0.44220923179378196,0.007151294566597404,0.5574700899578282,1.2615466234077657,0.6592842407071589,0.04475363861575344,3.865412702515584e-05,285149.9683241497,0.0071527413184822135,3.423414205099457,2.774792801734277,0.45163311042317533,10.197352943707784,0.9999931869674956,61.8,5.0990099009901,0.487,-23.7363164314894,14.470244344523248,0.18167917844647938,0.017290127818645147
14.0,2052.80528052805,-23.72081032614716,-23.32181229345656,-23.910424348779713,-23.120526193295774,1.644686446999194e-06,8.866808382461455e-07,1.644686446999194e-06,2.10763213274577e-06,0.043745615477502955,0.3916,164.89999999999992,PEM,0.0008420331072854383,0.0022170129348062185,0.0013931999999999998,1.0698320280496994e-09,0.0006176592409176192,0.001599329760847089,2.286320948211154e-08,1.822017247922873e-05,9.131015171401358e-18,7996.691105803961,-45.54547861145803,292.69369512765763,7658.451932137299,7.245336064443109e-08,9.918670051956013e-12,-9.374445664178666e-14,1,3,0,0.3916,0.44220923179378196,0.007199773146580364,0.5573700471352608,1.2614899062559823,0.6593750853575706,0.04470584671748688,3.8927045664021747e-05,285063.52873753215,0.007201220337162593,3.443862534123792,2.7828361109496336,0.4539226582874107,10.194700865809905,0.9999929127095203,62.2,5.132013201320125,0.493,-23.675764553626,13.056804692750678,0.19026111033977597,0.018056282421533985
14.2,2039.60396039604,-23.6626781820039,-23.264649343753405,-23.857621709621554,-23.063835640977004,1.7380631638157366e-06,9.202986180453599e-07,1.7380631638157366e-06,2.1875412836828138e-06,0.044392783832740985,0.3916,164.89999999999992,PEM,0.0008802065883118326,0.0022548882752392923,0.0013931999999999998,1.0763118760530048e-09,0.0006459176160769967,0.0016089452696707012,2.4313179718539576e-08,1.8518313072547126e-05,6.982939617164452e-18,8374.053950297684,-46.29036258430315,313.07749899661115,8014.686088791692,7.492172926504281e-08,1.0057281396580464e-11,-9.503856035486535e-14,1,3,0,0.3916,0.44220923179378196,0.007199893276024972,0.5583924862682446,1.2614394857340367,0.658930275954063,0.04407802957713646,3.869393459281652e-05,284995.38769945677,0.007156620943448089,3.4645677641487964,2.794507344207974,0.4569218192784503,10.192948383156017,0.9999926347094694,61.8,5.0990099009901,0.498,-23.6157234077732,12.127005274747905,0.19882843908667572,0.018816963694103114
14.4,2049.50495049505,-23.604568214256545,-23.204398074731614,-23.804817326815254,-23.00281046530222,1.83345044934244e-06,9.543048704216098e-07,1.83345044934244e-06,2.268373830334228e-06,0.044986769588194704,0.3916,164.89999999999992,PEM,0.0009183492842728836,0.002292730931970837,0.0013931999999999998,1.082778933857286e-09,0.0006740393876032294,0.0016186646407587012,2.5820829972759767e-08,1.8818352302051778e-05,5.4277871260055566e-18,8750.893038997767,-47.039973873584465,334.38929540059814,8369.463769796954,7.336961971304845e-08,1.0183229259830284e-11,-9.50801937182888e-14,1,3,0,0.3916,0.44220923179378196,0.007199893276024972,0.558445260505724,1.2613852445597467,0.6589602295075622,0.04394085147807086,3.890306838974004e-05,284914.4117727822,0.007193405688896915,3.4854966424605967,2.8078207079873243,0.46031162853624624,10.190440847556793,0.9999923534554478,62.1,5.123762376237624,0.504,-23.5562817267264,10.802631052723008,0.20498348631719956,0.01934603477371077
14.6,2039.60396039604,-23.5468352712428,-23.14728000848595,-23.75189490574698,-22.946035058415845,1.930757479017501e-06,9.88662863078314e-07,1.930757479017501e-06,2.3500424603715567e-06,0.04553042521282863,0.3916,164.89999999999992,PEM,0.0009564919802339342,0.0023305716705792423,0.0013931999999999998,1.089098304193358e-09,0.0007020640936575585,0.0016284791014852737,2.7386338105898838e-08,1.9120309654697283e-05,5.563312397566245e-18,9127.539360122903,-47.79436080011085,356.6272516813465,8723.117747714019,7.2573868692416e-08,1.0275544304327866e-11,-9.672124212656286e-14,1,3,0,0.3916,0.44220923179378196,0.007199893276024972,0.5593319250228133,1.261334777164399,0.6585845930279225,0.043379526640562556,3.8732473100708716e-05,284847.20533148193,0.0071603439395605635,3.506630278822725,2.822832285106069,0.46403166170291166,10.188578037080932,0.9999920692553269,61.8,5.0990099009901,0.509,-23.4972907226152,9.888393914108693,0.21085217531020697,0.019845387927494716
14.8,2042.90429042904,-23.489281340099126,-23.088719931169607,-23.6990159244462,-22.887217907405955,2.02984485119963e-06,1.0233511177512753e-06,2.02984485119963e-06,2.4324961201599125e-06,0.0460345384715695,0.3916,164.89999999999992,PEM,0.000994573106064297,0.002368348901644562,0.0013931999999999998,1.1007707173073776e-09,0.0007299410243364979,0.001638377767186601,2.9009350746224576e-08,1.942420441973846e-05,3.757438154020076e-18,9503.32914428052,-48.553585456729756,379.78647156159457,9074.989087330858,6.866179091957747e-08,1.0442278985944853e-11,-9.766840114444619e-14,1,3,0,0.3916,0.44220923179378196,0.007199893276024972,0.5596645186995499,1.2612825085029993,0.6584818999129733,0.043097275193528045,3.8814696948036065e-05,284772.8932793969,0.007173801786059398,3.5279452351132665,2.838777255606843,0.46797473659892674,10.18629245679013,0.9999917824334036,61.9,5.1072607260726,0.513,-23.4388364561636,9.096397407319671,0.21521923253259873,0.020201293053792826
15.0,2049.50495049505,-23.43168971744646,-23.02925234899655,-23.64596860807154,-22.826985779895125,2.130702113254741e-06,1.0584019232509996e-06,2.130702113254741e-06,2.515811559902542e-06,0.04652417653079459,0.3916,164.89999999999992,PEM,0.0010327465870906907,0.002406216128035434,0.0013931999999999998,1.1660141621421349e-09,0.0007578293981839916,0.0016483548744398782,3.068939740178132e-08,1.973045905526071e-05,4.089475069343762e-18,9879.921880471884,-49.31882469058314,403.86443617034286,9426.73861967922,6.826155640737852e-08,1.0560601004794279e-11,-9.885148255506238e-14,1,3,0,0.3916,0.44220923179378196,0.007199893276024972,0.5598607514744082,1.2612290197905174,0.6584445870345029,0.04288472090394417,3.896037766210689e-05,284697.10942331125,0.007198896239749579,3.549429100861065,2.85469715464087,0.47193385521792364,10.183870738601874,0.9999914931862911,62.1,5.123762376237624,0.518,-23.3805827491521,8.081226153360648,0.21858723044964581,0.020461659740764658
15.2,2036.30363036304,-23.374615968381903,-22.973579664179795,-23.59291250818785,-22.772005660352477,2.2332998762138087e-06,1.0937219990999548e-06,2.2332998762138087e-06,2.599767052769087e-06,0.04697555901162526,0.3916,164.89999999999992,PEM,0.0010708584979863972,0.002444019319552753,0.0013931999999999998,1.1723215359119572e-09,0.0007855807265088264,0.0016584049944264531,3.24262959380235e-08,2.00391784336471e-05,3.245830253878479e-18,10255.660043820819,-50.09005947563184,428.8599020996148,9776.710082314634,6.906168437126325e-08,1.0748492373924279e-11,-9.891393260019754e-14,1,3,0,0.3916,0.44220923179378196,0.007199893276024972,0.5608741407748666,1.2611802188394274,0.6580044076389987,0.04226294482195841,3.8725603603776e-05,284634.6273907117,0.007154096636203896,3.571070186103473,2.8719519875168946,0.47613728027042834,10.182124391759324,0.9999912016580905,61.7,5.0907590759076,0.522,-23.3228196350011,7.447153405146861,0.22208435425651274,0.020732865537340106
15.4,2039.60396039604,-23.31773546694069,-22.915932943831905,-23.53998207898377,-22.714111515731247,2.337536503140161e-06,1.129285252317466e-06,2.337536503140161e-06,2.6843005759863702e-06,0.04740527557717598,0.3916,164.89999999999992,PEM,0.001108878053686073,0.0024817282047063906,0.0013931999999999998,1.1787392235358131e-09,0.0008131722610955135,0.0016685205453047672,3.4219566886502775e-08,2.0349848979684535e-05,2.388632911257127e-18,10630.215009804831,-50.866153649756065,454.7665338731278,10124.582322347158,6.521042905660579e-08,1.0873885125661786e-11,-9.886536034287019e-14,1,3,0,0.3916,0.44220923179378196,0.007199893276024972,0.561200442760399,1.261128920431195,0.6579051068400243,0.04198456340462914,3.880742614252855e-05,284562.63346061093,0.007167504515937654,3.592852164738947,2.889584848771857,0.4804546112965699,10.179845500801273,0.9999909080653269,61.8,5.0990099009901,0.526,-23.2655894165557,6.692099384106277,0.22413380315172224,0.02086806866552312
15.6,2046.20462046205,-23.260808625994997,-22.857269284881568,-23.48691534653534,-22.65462685623129,2.4434486927922835e-06,1.1650805120985854e-06,2.4434486927922835e-06,2.7693855766545886e-06,0.04783390113716968,0.3916,164.89999999999992,PEM,0.0011469899645817803,0.002519527466672945,0.0013931999999999998,1.1853778230836045e-09,0.0008407913557271025,0.001678698856745089,3.606882292984089e-08,2.0662497908835997e-05,6.742382260144231e-19,11005.57417206305,-51.6471756573175,481.58144904539506,10472.34554742793,6.759302095815656e-08,1.0978662423610785e-11,-9.880984919163893e-14,1,3,0,0.3916,0.44220923179378196,0.007199893276024972,0.5613902160202247,1.2610762425886266,0.6578707917533362,0.04177628194413546,3.8952870930399464e-05,284488.8114417662,0.007192566238693364,3.614769286703465,2.9067102375778022,0.4846879395854618,10.177427300384307,0.9999906125074254,62.0,5.115511551155125,0.53,-23.2085088864539,5.92268226796691,0.2253472629240046,0.020924792961781184
15.8,2042.90429042904,-23.204119126412166,-22.80044237012345,-23.43376574851294,-22.597650692517192,2.5510631567025717e-06,1.2011000400243636e-06,2.5510631567025717e-06,2.8550036606236355e-06,0.048243800072094424,0.3916,164.89999999999992,PEM,0.001185132660542831,0.002557355520394509,0.0013931999999999998,1.1919168845616789e-09,0.0008683793944045604,0.00168893695928869,3.79747843743561e-08,2.097714014832174e-05,4.0657581468206416e-20,11381.076650476713,-52.43316177494764,509.3041147114105,10819.339374055875,6.55205099064915e-08,1.111896685834779e-11,-9.907352715998741e-14,1,3,0,0.3916,0.44220923179378196,0.007199893276024972,0.5619818920472409,1.261025832653272,0.6576346103302829,0.041370422356445884,3.890791930232567e-05,284421.4620305109,0.00718266573782639,3.6368151578137167,2.9241935414776212,0.4889829096887795,10.175341900703463,0.9999903150516718,61.9,5.1072607260726,0.534,-23.1516906025147,5.2400546904945475,0.22645656767618594,0.020971551377215937
16.0,2046.20462046205,-23.14755482496605,-22.74295190946168,-23.380619848484628,-22.539761372152668,2.660350340617159e-06,1.2373284354451428e-06,2.660350340617159e-06,2.941118220692044e-06,0.048637433846570925,0.3916,164.89999999999992,PEM,0.0012232753565038816,0.002595181575330855,0.0013931999999999998,1.198814622648862e-09,0.0008959105211832096,0.001699229917911417,3.9937421605350136e-08,2.129378117302469e-05,-1.883801274693564e-18,11756.39346968312,-53.22412684526995,537.9315541968676,11165.237788708453,6.74704097036738e-08,1.1219386530925135e-11,-9.958006641497263e-14,1,3,0,0.3916,0.44220923179378196,0.007199893276024972,0.5622996711900197,1.2609745826538588,0.6575352602740266,0.041100661384451835,3.8989805360697946e-05,284350.29806541465,0.007196069898232783,3.658979151402707,2.941792277250353,0.49331986328230404,10.173044900371298,0.9999900158269827,62.0,5.115511551155125,0.537,-23.0951876329309,4.7112981731880135,0.2267450382627754,0.020942285229158596
16.2,2049.50495049505,-23.091052719561162,-22.68537475913311,-23.327391461427197,-22.48166649875182,2.7713268273853484e-06,1.2737546219350515e-06,2.7713268273853484e-06,3.027702928298197e-06,0.04902182232548692,0.3916,164.89999999999992,PEM,0.0012614796225956203,0.00263306715140032,0.0013931999999999998,1.2139944335479836e-09,0.0009234495460022689,0.001709574434985693,4.1956417924389666e-08,2.161247119529752e-05,-2.5512632371299526e-18,12132.186400502362,-54.02021631330724,567.4618476466939,11510.704336608453,6.609207048313692e-08,1.1336681593476783e-11,-1.0061396160665481e-13,1,3,0,0.3916,0.44220923179378196,0.0072091125228252026,0.5626149742674839,1.2609231664596123,0.6574352339509636,0.040833886476356863,3.907176480802871e-05,284279.3490450849,0.0072094753184833394,3.6812541666358594,2.959259500435914,0.497639806373938,10.170736979364598,0.9999897149285651,62.1,5.123762376237624,0.541,-23.0388738306811,3.995374171438784,0.22648194205818153,0.020862282170021073
16.4,2046.20462046205,-23.034808196819426,-22.62919222920172,-23.27415268746202,-22.425464218424366,2.883989100350224e-06,1.3103685786369808e-06,2.883989100350224e-06,3.1147339639576437e-06,0.049388139577913555,0.3916,164.89999999999992,PEM,0.001299683888687359,0.002670950182431171,0.0013931999999999998,1.2784572969142413e-09,0.0009509377993617348,0.0017199670730215786,4.4031590560747857e-08,2.1933706256183884e-05,-4.001383642829315e-18,12507.796384752628,-54.822772845090064,597.893392797979,11855.080219177375,6.781567662983434e-08,1.1456099957563026e-11,-1.0216827384113003e-13,1,3,0,0.3916,0.44220923179378196,0.007209220935343502,0.5631930409454875,1.260873456524817,0.6572014810440834,0.04043990800787862,3.90265273674185e-05,284212.9101401557,0.007199548463343879,3.703632801510721,2.977163096585286,0.5020437605699279,10.168656100861453,0.9999894124406095,62.0,5.115511551155125,0.544,-22.9828684661874,3.5281325267440184,0.22599324670216536,0.020762012304963766
