工况初温_摄氏度,时间_s,电流密度_A每m2,实验电压_V,模型电压_V,电压相对误差_pct,实验温度_摄氏度,模型温度_摄氏度,温度相对误差_pct_摄氏口径,温度相对误差_pct_开尔文口径,MEA平均温度_摄氏度,局部最高温度_摄氏度,模型最大冰体积分数,孔隙最大冰体积分数,膜最大冰体积分数,最大冰所在层,孔隙最大冰饱和度,膜平均未冻含水量_lambda,活化损失_V,欧姆损失_V,浓差损失_V,极限电流密度_A每m2,累计产水_kg每m2,累计排水_kg每m2,冰库存_kg每m2,冰库存与累计产水质量比,累计反应热_J每m2,累计相变热_J每m2,累计吸附等效热_J每m2,累计散热_J每m2,水质量守恒残差_kg每m2,冰质量收支残差_kg每m2,离散能量守恒残差_J每m2,相变潜热重建残差_J每m2,物理状态有效,曾有内部步失效,累计凝结_kg每m2,采样段平均凝结速率_kg每m2每s,累计蒸发_kg每m2,采样段平均蒸发速率_kg每m2每s,累计凝华_kg每m2,采样段平均凝华速率_kg每m2每s,累计升华_kg每m2,采样段平均升华速率_kg每m2每s,累计冻结_kg每m2,采样段平均冻结速率_kg每m2每s,累计融化_kg每m2,采样段平均融化速率_kg每m2每s
-20.0,2.0,70.0,0.8,0.7628153089750165,4.648086378122946,-19.9826430118958,-19.98524375928909,0.013015032054284168,0.0010272838584848116,-19.97601466271078,-19.97144968878476,8.151931191648513e-05,8.151931191648513e-05,7.203010866977594e-05,cCL,0.00019377064871995512,2.9965645076738685,0.4942468242626946,0.0016499720693953104,1.3102612388250357e-06,291412.82276318077,1.2219515986940982e-05,2.5875614046911494e-06,9.67218707633798e-07,0.07915360221038757,93.56969470273458,-6.14806196171874,-6.432041489982995,1.098570062252879,6.145224032329949e-19,-2.117582368135751e-22,-3.2671474414769364e-08,2.6645352591003757e-15,1,0,0.0,0.0,1.5472821762197457e-08,1.2932418530446559e-08,0.0,0.0,1.031278755470232e-12,1.0595346121275265e-12,9.672197389125535e-07,8.252756879061528e-07,0.0,0.0
-20.0,2.2,60.0,0.8,0.769771333518901,3.778583310137376,-19.9812337391118,-19.98393539832219,0.013520982966629206,0.0010671376450930915,-19.97575385824007,-19.97171242667747,9.829985360799279e-05,9.829985360799279e-05,8.037016558440826e-05,cCL,0.00023365784076061989,2.9962970021164264,0.4875267292532998,0.0014144185940950479,1.1230707643999939e-06,291410.38550133916,1.3432139710835887e-05,2.847130503800207e-06,1.1454731209472981e-06,0.08527852937854939,102.85015255358194,-6.737518778912502,-7.074496707579273,1.3334871963192414,5.166900978251232e-19,-2.117582368135751e-22,-2.513156815986406e-08,2.6645352591003757e-15,1,0,0.0,0.0,1.805951858485351e-08,1.2933484113280245e-08,0.0,0.0,1.2432076466868336e-12,1.0596444560830075e-12,1.145474364154945e-06,8.912731262119567e-07,0.0,0.0
-20.0,2.4,60.0,0.8,0.7697678311816302,3.7790211022962343,-19.9798283691447,-19.982690606844983,0.0143256370745653,0.001130558818144701,-19.974670883389905,-19.97075554220234,0.00011643714319128223,0.00011643714319128223,8.822450683021628e-05,cCL,0.000276770009962639,2.996030586008847,0.487529248172507,0.0014145465162487257,1.1231083076851057e-06,291401.7421160862,1.4551484686738875e-05,3.106676187892611e-06,1.334396470266265e-06,0.09170174033735082,111.37292253463835,-7.323357866251552,-7.716893887956944,1.5893781937073863,1.6792428179316504e-18,-2.117582368135751e-22,-2.6362989791195446e-08,5.329070518200751e-15,1,0,0.0,0.0,2.0646001191151578e-08,1.2932413031490364e-08,0.0,0.0,1.4551190242345546e-12,1.0595568877386063e-12,1.3343979253852895e-06,9.446178061517238e-07,0.0,0.0
-20.0,2.6,60.0,0.8,0.7697649128680071,3.7793858914991207,-19.9784650696349,-19.98143559119606,0.014868617537965048,0.0011733236763670917,-19.97338492182331,-19.969464504563035,0.0001358709870153297,0.0001358709870153297,9.570641304551238e-05,cCL,0.00032296407657554004,2.995766794308765,0.4875308914265467,0.0014146638699487756,1.1231473788192223e-06,291393.1154909698,1.5670829662641862e-05,3.3661988490189913e-06,1.5334140485835135e-06,0.09785149105660072,119.89572676580059,-7.905772038873382,-8.359233437603992,1.8653322082171238,4.681974615948145e-18,-2.117582368135751e-22,-1.9830821651467545e-08,2.6645352591003757e-15,1,0,0.0,0.0,2.3232544112664577e-08,1.2932714607564984e-08,0.0,0.0,1.6670380765778713e-12,1.0595952617165824e-12,1.5334157156215902e-06,9.950889511815025e-07,0.0,0.0
-20.0,2.8,60.0,0.8,0.7697615928735958,3.7798008908005305,-19.9771055344316,-19.980183330076272,0.015406614533654592,0.0012156892431823252,-19.972102543097947,-19.96817683581665,0.0001565822837657663,0.0001565822837657663,0.00010291273968437908,cCL,0.0003721946369521424,2.9955087963458658,0.4875329430182408,0.0014147782952449092,1.123186407022223e-06,291384.49576141423,1.679017463854485e-05,3.625698389677395e-06,1.7426320787007996e-06,0.1037888000700288,128.4185685789575,-8.484725570054959,-9.001515033894588,2.161296980135123,6.18672864674541e-18,-6.352747104407253e-22,-2.1582721831947538e-08,0.0,1,0,0.0,0.0,2.581916008001457e-08,1.2933079836749977e-08,0.0,0.0,1.878965968793174e-12,1.0596394610765153e-12,1.742633957666769e-06,1.0460912102258953e-06,0.0,0.0
-20.0,3.0,60.0,0.8,0.7697578788864128,3.7802651391984075,-19.9756733431688,-19.978933833363925,0.0163223043304297,0.0012878439287977298,-19.97082405016596,-19.966893090723318,0.00017855224057778088,0.00017855224057778088,0.00010990451314455666,cCL,0.0004244170206270047,2.995258880254438,0.4875353971485728,0.0014148883756831395,1.123225375457383e-06,291375.88662483706,1.7909519614447838e-05,3.885175160677179e-06,1.9620855515258957e-06,0.10955545395774079,136.94145275367973,-9.060207654849613,-9.64373954782584,2.477229672903907,8.927727264060326e-18,-4.235164736271502e-22,-1.137384497695848e-08,-7.105427357601002e-15,1,0,0.0,0.0,2.8405847902536946e-08,1.2933439112611869e-08,0.0,0.0,2.09090258466211e-12,1.0596830793446783e-12,1.9620876424284806e-06,1.097268423808557e-06,0.0,0.0
-20.0,3.2,60.0,0.8,0.7697537804408517,3.7807774448935376,-19.9742068055476,-19.97768708994917,0.01742389290074644,0.0013746513273088386,-19.969549409943568,-19.965613258030487,0.00020176221969484017,0.00020176221969484017,0.00011672430239542187,cCL,0.00047958692582562433,2.9950186071877036,0.48753824519842553,0.0014149931538441666,1.1232642673364656e-06,291367.2924848317,1.9028864590350826e-05,4.14462978321254e-06,2.191814250394098e-06,0.11518365901376612,145.4643839563184,-9.632206569048906,-10.285908528892966,2.8130876168723256,1.173140631947206e-17,-8.470329472543003e-22,-9.109239140769887e-09,-8.881784197001252e-15,1,0,0.0,0.0,3.099260678711762e-08,1.2933794422903361e-08,0.0,0.0,2.302847843357313e-12,1.0597262934760153e-12,2.191816553241942e-06,1.1486445540673058e-06,0.0,0.0
-20.0,3.4,60.0,0.8,0.7697493072360215,3.781336595497314,-19.9728209222263,-19.97644309922424,0.01813553033917716,0.0014306885838344754,-19.968278626597623,-19.964337380728466,0.00022619362625529038,0.00022619362625529038,0.00012340302088198897,cCL,0.0005376601527342296,2.99478936212634,0.48754147831707106,0.0014150917904305182,1.123303065191399e-06,291358.7178491614,2.0148209566253813e-05,4.40406305908774e-06,2.4316997596434274e-06,0.12069061281337252,153.98736673936563,-10.200763817327664,-10.92802397960333,3.1688282295355203,1.3405990456193811e-17,4.235164736271502e-22,-1.0387785298604513e-08,-7.105427357601002e-15,1,0,0.0,0.0,3.3579436214861725e-08,1.293414713872054e-08,0.0,0.0,2.5148016881774843e-12,1.0597692241008569e-12,2.4317022744451153e-06,1.1994286060158684e-06,0.0,0.0
-20.0,3.6,60.0,0.8,0.7697444693529006,3.7819413308874257,-19.9714388687345,-19.97520185983535,0.01884186275002944,0.001486299268010291,-19.967011660818343,-19.96306542546651,0.0002518277332511846,0.0002518277332511846,0.00012996427488217637,cCL,0.0005985921874285347,2.994572221952975,0.4875450870125286,0.001415183636660663,1.1233417508868701e-06,291350.16749467823,2.12675545421568e-05,4.663475932095454e-06,2.681587000889688e-06,0.1260881685091821,162.51040553579747,-10.765933491388921,-11.570088258283484,3.544408916988338,1.6225763137603377e-17,0.0,-4.719631352401166e-09,-8.881784197001252e-15,1,0,0.0,0.0,3.6166335876811e-08,1.2934498309746353e-08,0.0,0.0,2.726764080716175e-12,1.0598119626934527e-12,2.681589727653769e-06,1.2494372660432664e-06,0.0,0.0
-20.0,3.8,70.0,0.8,0.7627824224106352,4.6521971986706045,-19.9700224187202,-19.97374939491752,0.01866285434826017,0.0014720659322770343,-19.96424599141224,-19.959632564361925,0.00027869201625825644,0.00027869201625825644,0.00013660406522495412,cCL,0.000662448339097353,2.99437099087139,0.4942680105312852,0.0016510834536878696,1.3106775049191226e-06,291334.0842013291,2.2480178266051706e-05,4.922869387874733e-06,2.942102161548425e-06,0.13087539283402486,171.79126512237667,-11.327509406744882,-12.212103653096477,3.940313232344088,1.65256128009314e-17,-4.235164736271502e-22,-8.410003804470989e-09,-8.881784197001252e-15,1,0,0.0,0.0,3.87534751457293e-08,1.2935696344591515e-08,0.0,0.0,2.938750651116843e-12,1.0599328520033415e-12,2.9421051002990764e-06,1.3025768632265394e-06,0.0,0.0
-20.0,4.0,60.0,0.8,0.7697353857549747,3.7830767806281695,-19.9686481269663,-19.972466366849886,0.019121173648352727,0.0015081047065032445,-19.964020875502115,-19.95992194777733,0.00030689136724435217,0.00030689136724435217,0.00014353150612366736,cCL,0.0007294779349758787,2.9941924751679596,0.48755122339098717,0.0014153220130401231,1.123426806463967e-06,291331.7911621519,2.369280198994661e-05,5.182244181398979e-06,3.214943460609171e-06,0.13569283455681366,181.0721714440167,-11.884926397345605,-12.854071570777036,4.358516890185224,1.6258797422546295e-17,8.470329472543003e-22,-6.625606729926403e-10,-7.105427357601002e-15,1,0,0.0,0.0,4.134083525128011e-08,1.2936800527754045e-08,0.0,0.0,3.1507598328601982e-12,1.0600459087167751e-12,3.214946611369003e-06,1.364207555349631e-06,0.0,0.0
-20.0,4.2,60.0,0.8,0.7697284318656443,3.7839460167944647,-19.9673537812431,-19.971246927402404,0.019497556871858335,0.0015376828615414828,-19.96297381603202,-19.9590093402947,0.00033627108475655764,0.00033627108475655764,0.00015021334956052333,cCL,0.000799313251144658,2.9940268531038026,0.48755728914906704,0.0014153936557249698,1.123463431849592e-06,291323.33988545346,2.4812146965849598e-05,5.441602950836094e-06,3.497326888799638e-06,0.14095220754629628,189.595394894404,-12.439120017115494,-13.495999918970707,4.7973028335605425,1.9495310314004977e-17,0.0,1.1813001243865529e-08,-5.329070518200751e-15,1,0,0.0,0.0,4.392797654834196e-08,1.2935706485309239e-08,0.0,0.0,3.3627509943807886e-12,1.0599558076029507e-12,3.4973302515506325e-06,1.4119182009081472e-06,0.0,0.0
-20.0,4.4,60.0,0.801,0.7697221548411743,3.9048495828746193,-19.9660629951806,-19.97001723632033,0.019804811497815638,0.0015618056921420619,-19.961723255110712,-19.957747152834003,0.0003667668763155671,0.0003667668763155671,0.00015671267008129602,cCL,0.0008718014649763896,2.993873022814927,0.48756239110538924,0.0014154492389205804,1.123501412184964e-06,291314.95131154597,2.5931491941752586e-05,5.700947352495559e-06,3.7885153327074325e-06,0.1460970830840435,198.11869342170888,-12.990340429244311,-14.137892268910207,5.255760034983586,2.223207376658362e-17,0.0,2.2025847812301436e-08,-3.552713678800501e-15,1,0,0.0,0.0,4.651517538063755e-08,1.2935994161477948e-08,0.0,0.0,3.574749482262317e-12,1.059992439407641e-12,3.788518907456915e-06,1.4559432795314106e-06,0.0,0.0
-20.0,4.6,70.0,0.801,0.7627585339762188,4.774215483618127,-19.964737756968,-19.96857631123183,0.019226670094826533,0.001516104938266465,-19.958973414705184,-19.95434018265712,0.00039840025070311135,0.00039840025070311135,0.00016327073253316818,cCL,0.0009469937026458554,2.993735136671463,0.4942869033514541,0.0016513511830741358,1.3108628601226508e-06,291299.0553069529,2.7144115665647487e-05,5.960278161834526e-06,4.089264517819536e-06,0.15065012867576105,207.39985423961542,-13.538337668964894,-14.779750306583807,5.734362184571656,2.2124500582282325e-17,0.0,2.435837043179845e-08,-1.7763568394002505e-15,1,0,0.0,0.0,4.910261543803587e-08,1.2937200286991633e-08,0.0,0.0,3.786772236822222e-12,1.0601137727995295e-12,4.089268304591772e-06,1.5037469856742916e-06,0.0,0.0
-20.0,4.8,60.0,0.801,0.7697103301496582,3.906325824012718,-19.9634161918419,-19.96730481989914,0.019478770666660657,0.0015358744522523105,-19.958763833936445,-19.95461149329995,0.000431268388164814,0.000431268388164814,0.0001701206931670147,cCL,0.001025120960696016,2.9936203385479523,0.4875713744167731,0.001415515228044964,1.1235847508749923e-06,291296.981361652,2.835673938954239e-05,6.219596051803619e-06,4.401357850898529e-06,0.15521382026459976,216.68107910679404,-14.082517941529153,-15.421575228531339,6.235084556448903,2.1923753773783056e-17,0.0,3.095122469431999e-08,-3.552713678800501e-15,1,0,0.0,0.0,5.1690278005338357e-08,1.2938312836512429e-08,0.0,0.0,3.99881768550557e-12,1.0602272434167394e-12,4.4013618497162145e-06,1.5604677256222106e-06,0.0,0.0
-20.0,5.0,70.0,0.801,0.7627449535677187,4.775910915390935,-19.9620982843207,-19.96588296486135,0.018959332264302315,0.0014948109743809996,-19.95622979344796,-19.951586194342354,0.0004652540433188249,0.0004652540433188249,0.00017692156474213348,cCL,0.0011059045479411098,2.993521903812898,0.4942979630984801,0.0016514127208329876,1.3109575683903139e-06,291281.21742194577,2.95693631134373e-05,6.4789036022302296e-06,4.722867999657183e-06,0.1597216680500959,225.96241041322764,-14.623531113312442,-16.063374618131885,6.7567358891187626,2.2260872886790267e-17,2.541098841762901e-21,3.4774225277089954e-08,-3.552713678800501e-15,1,0,0.0,0.0,5.427789308563182e-08,1.2938075401467315e-08,0.0,0.0,4.2108608440973686e-12,1.0602157929589909e-12,4.722872210518025e-06,1.6075518040090505e-06,0.0,0.0
-20.0,5.2,70.0,0.801,0.7627390213787333,4.776651513266762,-19.9607077658005,-19.964403074944073,0.018512916410232384,0.0014595045118082084,-19.95452446148846,-19.94973245289401,0.0005004525872011006,0.0005004525872011006,0.00018411584094371727,cCL,0.0011895711604494904,2.993448122085779,0.49430224817701696,0.001651407685539417,1.3110099643480155e-06,291271.74895569065,3.087526558532411e-05,6.738202031080738e-06,5.055767620104512e-06,0.1637481499918712,236.00402002855267,-15.160721992125683,-16.705150290399047,7.300951984350572,2.0505820620079357e-17,1.6940658945086007e-21,3.741855181260689e-08,3.552713678800501e-15,1,0,0.0,0.0,5.6865888976158605e-08,1.2939979452633906e-08,0.0,0.0,4.422941243410742e-12,1.0604019965668676e-12,5.055772043045754e-06,1.664499162638642e-06,0.0,0.0
-20.0,5.4,70.0,0.801,0.7627317469335794,4.777559683697962,-19.9593211229018,-19.96293956867399,0.018129102437430735,0.001429138619255038,-19.953032297658183,-19.948224270520114,0.0005368644654473175,0.0005368644654473175,0.00019159786626194586,cCL,0.0012761218574930293,2.9933994809703703,0.4943081952729528,0.00165139671850365,1.3110600307422955e-06,291262.3709608589,3.2181168057210884e-05,6.997493198593295e-06,5.400128287640946e-06,0.16780398641965796,246.04572742948739,-15.694071243459456,-17.346907475125782,7.868553976909729,1.9069252741536064e-17,2.541098841762901e-21,4.842395640025643e-08,-1.7763568394002505e-15,1,0,0.0,0.0,5.945399100267558e-08,1.2940510132584877e-08,0.0,0.0,4.635033600943603e-12,1.0604617876643005e-12,5.400132922674544e-06,1.7218043981439503e-06,0.0,0.0
-20.0,5.6,70.0,0.801,0.7627241382311355,4.778509584127908,-19.9580525390336,-19.961479371402987,0.017170174107351107,0.0013534523525543711,-19.951545056055124,-19.9467219861601,0.0005744450015746521,0.0005744450015746521,0.000199286172518481,cCL,0.0013654504434862185,2.9933745177616116,0.4943144981862186,0.0016513696638149609,1.3111095397680876e-06,291253.1102308202,3.348707052909766e-05,7.2567796595260224e-06,5.755409916416531e-06,0.17186961491347916,256.0875391838958,-16.223765477518466,-17.98865263936462,8.459500499457427,1.732944706787573e-17,2.541098841762901e-21,5.814260717329489e-08,-3.552713678800501e-15,1,0,0.0,0.0,6.204218737143779e-08,1.2940981843811073e-08,0.0,0.0,4.8471367204557965e-12,1.0605155975609732e-12,5.755414763553249e-06,1.7764092043935323e-06,0.0,0.0
-20.0,5.8,60.0,0.801,0.7696734807896308,3.910926243491787,-19.9567874395764,-19.9602369229504,0.017284762812882822,0.0013623917241378522,-19.9515665254782,-19.9473417999329,0.0006131006898286334,0.0006131006898286334,0.00020696242189250798,cCL,0.0014573346561175028,2.993369256036986,0.48760181281216125,0.0014154770587464776,1.1237925072469622e-06,291251.5363778596,3.4699694252992566e-05,7.516063746617223e-06,6.120391343215036e-06,0.17638170810935033,265.36923237966073,-16.750217669139083,-18.630391795881785,9.073211754752611,1.7914746834428452e-17,2.541098841762901e-21,6.529762508478143e-08,-7.105427357601002e-15,1,0,0.0,0.0,6.46303109065429e-08,1.2940617675525569e-08,0.0,0.0,5.059234987274377e-12,1.060491334092903e-12,6.12039640245002e-06,1.824908194483854e-06,0.0,0.0
-20.0,6.0,60.0,0.802,0.7696636324216007,4.031966032219365,-19.9554878688332,-19.95904500788322,0.01782536750492477,0.001404903692453425,-19.950556862997217,-19.94647192948753,0.0006526130978753847,0.0006526130978753847,0.00021423478550784263,cCL,0.0015512552837541828,2.993373189370849,0.48761091030570886,0.0014154513515213037,1.1238258410060933e-06,291243.8909022837,3.581903922889561e-05,7.775348088959364e-06,6.492045218569869e-06,0.18124565477827403,273.8932172595663,-17.274444600474375,-19.272132169538168,9.707088189253712,2.016785447412489e-17,2.541098841762901e-21,7.286738856748798e-08,-1.0658141036401503e-14,1,0,0.0,0.0,6.721821502601462e-08,1.2939520597358554e-08,0.0,0.0,5.2713144274891935e-12,1.0603972010740799e-12,6.4920504898842934e-06,1.858270437171364e-06,0.0,0.0
-20.0,6.2,50.0,0.797,0.7778411268805422,2.403873666180408,-19.9541157140788,-19.95805515230353,0.019742484614092375,0.0015558855689303346,-19.95083176125081,-19.947339939144143,0.0006928513817071919,0.0006928513817071919,0.0002210918786158192,cCL,0.0016469013114028806,2.9933829267188026,0.4796703073616525,0.0011795541951972854,9.36502253971782e-07,291243.95351144014,3.684510545680668e-05,8.034633812133724e-06,6.8691822646021865e-06,0.18643405085798687,281.66462904898714,-17.796845648727924,-19.91387608124659,10.35968424904662,2.1902577950101698e-17,1.6940658945086007e-21,7.449805750070482e-08,-1.4210854715202004e-14,1,0,0.0,0.0,6.980602499495515e-08,1.2939049844702629e-08,0.0,0.0,5.483386088757408e-12,1.0603583063410702e-12,6.869187747988274e-06,1.8856862905199008e-06,0.0,0.0
