cell,x_m,dx_m,porosity,vapor_kg_m3,liquid_kg_m3,ice_kg_m3
1,0.00029505937500000075,2.34375e-06,0.8,2.1316711384392365e-06,0.0,0.0
1,0.00029740312500000076,2.34375e-06,0.8,1.973688694911274e-06,0.0,0.0
1,0.00029974687500000077,2.34375e-06,0.8,1.8157249295680965e-06,0.0,0.0
1,0.0003020906250000008,2.34375e-06,0.8,1.6577783425149482e-06,0.0,0.0
1,0.0003044343750000008,2.34375e-06,0.8,1.4998474352679619e-06,0.0,0.0
1,0.0003067781250000008,2.34375e-06,0.8,1.3419307106310836e-06,0.0,0.0
1,0.0003091218750000008,2.34375e-06,0.8,1.184026672573103e-06,0.0,0.0
1,0.00031146562500000084,2.34375e-06,0.8,1.0261338261047806e-06,0.0,0.0
1,0.00031380937500000085,2.34375e-06,0.8,8.682506771560618e-07,0.0,0.0
1,0.00031615312500000086,2.34375e-06,0.8,7.103757324533648e-07,0.0,0.0
1,0.0003184968750000009,2.34375e-06,0.8,5.525074993969357e-07,0.0,0.0
1,0.0003208406250000009,2.34375e-06,0.8,3.9464448593825825e-07,0.0,0.0
1,0.0003231843750000009,2.34375e-06,0.8,2.367852004575099e-07,0.0,0.0
1,0.0003255281250000009,2.34375e-06,0.8,7.892815164105229e-08,0.0,0.0
2,1.171875e-06,2.34375e-06,0.8,1.4556036178134764e-08,0.0,0.0
2,3.515625e-06,2.34375e-06,0.8,4.366810853923982e-08,0.0,0.0
2,5.859375e-06,2.34375e-06,0.8,7.278018091485123e-08,0.0,0.0
2,8.203125e-06,2.34375e-06,0.8,1.0189225331463906e-07,0.0,0.0
2,1.0546874999999999e-05,2.34375e-06,0.8,1.3100432574827218e-07,0.0,0.0
2,1.2890624999999998e-05,2.34375e-06,0.8,1.601163982254177e-07,0.0,0.0
2,1.5234375e-05,2.34375e-06,0.8,1.8922847075574052e-07,0.0,0.0
2,1.7578125e-05,2.34375e-06,0.8,2.1834054334890282e-07,0.0,0.0
2,1.9921874999999998e-05,2.34375e-06,0.8,2.474526160145636e-07,0.0,0.0
2,2.2265624999999997e-05,2.34375e-06,0.8,2.7656468876237814e-07,0.0,0.0
2,2.4609374999999997e-05,2.34375e-06,0.8,3.056767616019975e-07,0.0,0.0
2,2.6953124999999996e-05,2.34375e-06,0.8,3.3478883454306813e-07,0.0,0.0
2,2.9296874999999996e-05,2.34375e-06,0.8,3.6390090759523136e-07,0.0,0.0
2,3.1640625e-05,2.34375e-06,0.8,3.930129807681227e-07,0.0,0.0
2,3.3984375e-05,2.34375e-06,0.8,4.221250540713714e-07,0.0,0.0
2,3.6328125e-05,2.34375e-06,0.8,4.5123712751460027e-07,0.0,0.0
2,3.8671874999999996e-05,2.34375e-06,0.8,4.803492011074249e-07,0.0,0.0
2,4.1015624999999996e-05,2.34375e-06,0.8,5.094612748594534e-07,0.0,0.0
2,4.3359374999999995e-05,2.34375e-06,0.8,5.385733487802853e-07,0.0,0.0
2,4.5703124999999995e-05,2.34375e-06,0.8,5.676854228795118e-07,0.0,0.0
2,4.8046874999999994e-05,2.34375e-06,0.8,5.967974971667151e-07,0.0,0.0
2,5.039062499999999e-05,2.34375e-06,0.8,6.259095716514674e-07,0.0,0.0
2,5.273437499999999e-05,2.34375e-06,0.8,6.550216463433312e-07,0.0,0.0
2,5.507812499999999e-05,2.34375e-06,0.8,6.84133721251858e-07,0.0,0.0
2,5.742187499999999e-05,2.34375e-06,0.8,7.132457963865884e-07,0.0,0.0
2,5.976562499999999e-05,2.34375e-06,0.8,7.423578717570514e-07,0.0,0.0
2,6.210937499999999e-05,2.34375e-06,0.8,7.71469947372764e-07,0.0,0.0
2,6.445312499999999e-05,2.34375e-06,0.8,8.005820232432303e-07,0.0,0.0
2,6.679687499999999e-05,2.34375e-06,0.8,8.296940993779413e-07,0.0,0.0
2,6.914062499999999e-05,2.34375e-06,0.8,8.588061757863748e-07,0.0,0.0
2,7.148437499999999e-05,2.34375e-06,0.8,8.879182524779943e-07,0.0,0.0
2,7.382812499999999e-05,2.34375e-06,0.8,9.170303294622485e-07,0.0,0.0
2,7.617187499999999e-05,2.34375e-06,0.8,9.461424067485712e-07,0.0,0.0
2,7.851562499999999e-05,2.34375e-06,0.8,9.752544843463806e-07,0.0,0.0
2,8.085937499999999e-05,2.34375e-06,0.8,1.004366562265079e-06,0.0,0.0
2,8.320312499999998e-05,2.34375e-06,0.8,1.033478640514052e-06,0.0,0.0
2,8.554687499999998e-05,2.34375e-06,0.8,1.0625907191026677e-06,0.0,0.0
2,8.789062499999998e-05,2.34375e-06,0.8,1.0917027980402773e-06,0.0,0.0
2,9.023437499999998e-05,2.34375e-06,0.8,1.120814877336214e-06,0.0,0.0
2,9.257812499999998e-05,2.34375e-06,0.8,1.1499269569997917e-06,0.0,0.0
2,9.492187499999998e-05,2.34375e-06,0.8,1.1790390370403053e-06,0.0,0.0
2,9.726562499999998e-05,2.34375e-06,0.8,1.208151117467031e-06,0.0,0.0
2,9.960937499999998e-05,2.34375e-06,0.8,1.2372631982892235e-06,0.0,0.0
2,0.00010195312499999998,2.34375e-06,0.8,1.2663752795161186e-06,0.0,0.0
2,0.00010429687499999998,2.34375e-06,0.8,1.2954873611569297e-06,0.0,0.0
2,0.00010664062499999998,2.34375e-06,0.8,1.3245994432208492e-06,0.0,0.0
2,0.00010898437499999998,2.34375e-06,0.8,1.353711525717047e-06,0.0,0.0
2,0.00011132812499999998,2.34375e-06,0.8,1.3828236086546713e-06,0.0,0.0
2,0.00011367187499999998,2.34375e-06,0.8,1.4119356920428462e-06,0.0,0.0
2,0.00011601562499999998,2.34375e-06,0.8,1.4410477758906725e-06,0.0,0.0
2,0.00011835937499999998,2.34375e-06,0.8,1.470159860207227e-06,0.0,0.0
2,0.00012070312499999997,2.34375e-06,0.8,1.4992719450015623e-06,0.0,0.0
2,0.00012304687499999997,2.34375e-06,0.8,1.528384030282705e-06,0.0,0.0
2,0.000125390625,2.34375e-06,0.8,1.5574961160596565e-06,0.0,0.0
2,0.000127734375,2.34375e-06,0.8,1.5866082023413927e-06,0.0,0.0
2,0.000130078125,2.34375e-06,0.8,1.6157202891368622e-06,0.0,0.0
2,0.00013242187500000003,2.34375e-06,0.8,1.6448323764549861e-06,0.0,0.0
2,0.00013476562500000004,2.34375e-06,0.8,1.6739444643046582e-06,0.0,0.0
2,0.00013710937500000005,2.34375e-06,0.8,1.7030565526947447e-06,0.0,0.0
2,0.00013945312500000006,2.34375e-06,0.8,1.7321686416340827e-06,0.0,0.0
2,0.00014179687500000008,2.34375e-06,0.8,1.7612807311314795e-06,0.0,0.0
2,0.0001441406250000001,2.34375e-06,0.8,1.7903928211957137e-06,0.0,0.0
2,0.0001464843750000001,2.34375e-06,0.8,1.819504911835533e-06,0.0,0.0
2,0.00014882812500000012,2.34375e-06,0.8,1.848617003059655e-06,0.0,0.0
2,0.00015007083333333344,1.4166666666666668e-07,0.3916,9.132807522499628e-07,0.0,0.0
2,0.0001502125000000001,1.4166666666666668e-07,0.3916,9.157958418115399e-07,0.0,0.0
2,0.00015035416666666677,1.4166666666666668e-07,0.3916,9.183109313746496e-07,0.0,0.0
2,0.00015049583333333344,1.4166666666666668e-07,0.3916,9.208260209392958e-07,0.0,0.0
2,0.0001506375000000001,1.4166666666666668e-07,0.3916,9.233411105054823e-07,0.0,0.0
2,0.00015077916666666677,1.4166666666666668e-07,0.3916,9.258562000732131e-07,0.0,0.0
